covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
ecotype_Intermediate	0.2971264234884592	1.3459854528685433	0.16440405474590888	-0.025099602725873582	0.619352449702792	0.9752127733402425	1.857724682100386	0.0	1.8072937674662373	0.0707164872995463	3.821809576264101
ecotype_Immune-desert	0.557894827478539	1.746990909206257	0.19676299324260932	0.17224644723272675	0.9435432077243513	1.1879705691997775	2.5690680526750174	0.0	2.83536460939407	0.004577341209559569	7.771274445642089
cohort_group_DMG_K27	1.052184560583702	2.863900653817003	0.1685916781701045	0.7217509432771294	1.3826181778902744	2.0580335577443223	3.9853222626374762	0.0	6.241023115755902	4.347179921782655e-10	31.09920114152726
cohort_group_DHG_G34	0.12247596169683325	1.1302919494468968	0.3315419211260599	-0.5273342630754634	0.7722861864691299	0.5901761288981577	2.1647095306440716	0.0	0.3694131990333285	0.7118197612692753	0.49041610993310775
cohort_group_IHG	-1.4387205555349887	0.2372310885970868	0.5018867025345006	-2.4224004168221773	-0.4550406942478	0.0887084244913432	0.634422150090727	0.0	-2.8666241768700544	0.0041487536351054715	7.913106296279852
age_years_num	-0.009935391078939348	0.9901138018671561	0.015773947843646226	-0.0408517607464992	0.020980978588620504	0.959971424848095	1.0212026267375196	0.0	-0.6298607791416871	0.5287856756934646	0.9192449987639707
is_male	-0.11105616968298745	0.8948884819149648	0.14353968198430467	-0.3923887767245574	0.17027643735858253	0.6754414669872537	1.185632559155837	0.0	-0.7736966401746026	0.43911020735487516	1.1873450238045988
