Kids_First_Biospecimen_ID	Cell_Cycle_Proliferation	Chemokine_T_Cell_Recruitment	DAM_KerenShaul2017	Dendritic_Cell_Activation	Glioma_Inflammatory_Wang2017	IFN_Alpha_Response	IFN_Gamma_Response	M1_Macrophage	M2_Macrophage	MAPK_Activity	MDM_Klemm2020	MHC_Class_I	MHC_Class_II	MgTAM_Antunes2021	Microglia_Core_Homeostatic	Microglia_Klemm2020	MoTAM_Antunes2021	NK_Cell_Activity	Neutrophil_Activation	Stemness_Brain_Tumor	TGFb_Immunosuppression	T_Cell_Cytotoxicity	T_Cell_Exhaustion	Tregs_Friebel2020
BS_12G04QJM	0.5221472534304346	0.135348801428911	0.4609972690981559	-0.2814202823077207	0.04396235276815274	0.4738946427280605	0.3658479028241807	0.08480470747145853	0.20432542453182825	0.5376726638485968	0.3411094890534999	0.5309336941944168	0.4226638937552077	0.42591509787848797	0.41377626623927194	0.4196079357015592	0.35417414148973814	-0.07838089288388718	-0.07692001543996509	0.4037298587838534	0.2695152047076319	-0.32713803255016755	0.13329070236544152	-0.04820468361639865
BS_17ZSMXFH	0.3962771719416781	0.2313159753263094	0.46435340578587664	0.11816654607458311	0.21764869450257	0.40339473213907556	0.3260143044289858	0.12324978156329076	0.24574952925972787	0.5112502358096873	0.33976685027353665	0.5239551025897576	0.3704781307628617	0.44578006922377833	0.43812105869721973	0.4410143623634427	0.3805855780331071	0.04390993598331303	0.11735828419772004	0.48259951269021195	0.3833186499819314	0.14378575724460602	0.093417099116429	0.014606539293865989
BS_1A6MQ9ZA	0.4582826442311203	0.22781452838332425	0.5117083284940006	0.005321220691452628	0.10590990513306685	0.487193735291299	0.39630973727906793	0.2346800066924828	0.2792976232717433	0.535773573761551	0.44706422308608845	0.5396436127040481	0.4771702851847047	0.45162440290051586	0.43826691924909966	0.44299621376447823	0.47322630130895216	0.025401885394648552	0.30073770752913015	0.4691489568893125	0.3782034652885984	-0.033674256502284894	0.11026708981803321	0.008780765177999628
BS_1D93Z575	0.44329449699557816	0.20149662684573763	0.5374355835416309	0.017814657838605443	0.22883388780884148	0.38197068529072337	0.2921400246929305	0.18810357852125761	0.3212865941304255	0.4997286272684681	0.4458279639549853	0.5446861647596563	0.5054200358667944	0.44837438769006976	0.4366509974757438	0.4533575472205516	0.4845834625370035	0.10009834306914953	0.23449547619120084	0.42510787405704975	0.34470960483145435	0.14716134155291175	0.10986811261711561	-0.04508708531749866
BS_1EN5V3XW	0.4512195769926178	0.21984316256308042	0.4543906212497457	0.06988652236616665	0.13220440549373091	0.366319635766959	0.2902402164060888	0.10553756498906351	0.24270185596063165	0.39981271143630953	0.3545043935575986	0.5330718265102024	0.4700504174017721	0.4273283931563032	0.42279722790956703	0.4281774543287866	0.3821342992985727	-0.0340930110385457	0.04430104698741951	0.4420835328243547	0.32929441721235003	-0.04952945112863737	0.2687961324832832	0.07007462948091334
BS_223BM91B	0.4117669556465015	0.2991013365689404	0.5490544611336738	0.17466358721934572	0.33760610983527317	0.46506755846336556	0.4246161852456213	0.2940810368087118	0.33058861728703204	0.4816968070198836	0.49250195880613357	0.5328724850672898	0.5519639832020092	0.4754111438601523	0.47147753800586295	0.484340237172409	0.5170010133668153	0.23042290265829615	0.2255206257602682	0.4483799613666904	0.43679072307562306	0.2048714050934134	0.2813400801623301	0.16077432830678204
BS_25HNKZ79	0.4321967884514988	0.3365262598607024	0.5545649816177616	0.175123420954509	0.3122543061146159	0.4424623239402361	0.39063541159798987	0.2652797803626678	0.35325416284438993	0.5339925556327161	0.49733087276617577	0.5413920299804207	0.5417893770795759	0.5056359612031156	0.49458248612203864	0.5104238350646351	0.49790192791743076	0.2517454573663688	0.35965687203322555	0.4140743106085062	0.42685638601882653	0.2451958715407229	0.2756601669181598	0.10153062839254888
BS_2853394H	0.43334898099478747	-0.08908687400126077	0.4293953966376089	-0.14869538687293418	-0.05048197334824639	0.35283284000172743	0.16240315047244316	0.09598467902286727	0.1819814606245753	0.30402917506362936	0.2829624341479144	0.5079443974808101	0.3909351116782442	0.43707748789828366	0.43372625351499444	0.4303523066337393	0.3089145621989336	-0.13310487937710677	0.10226448580873986	0.4879335117418213	0.32906422219526416	-0.1262995691822269	0.09106487195009852	0.06459816611983335
BS_297H8BT4	0.425954819536375	0.2433281554874095	0.5251307390893608	0.14014960088211526	0.24973276452678994	0.3986596780099898	0.36672090219039366	0.26669032733803505	0.3201577529626174	0.5397197377095238	0.4667824468804338	0.5348537475032847	0.49589046340911547	0.48726399094071393	0.46558460642099636	0.4794640551020711	0.49992526605861426	0.19168448226607288	0.14700162402235983	0.4243978582017259	0.3583005895222871	0.06823762386192254	0.06199840305483731	0.11157844119189335
BS_29X4ZX6Q	0.4556735111196783	0.19457145935795406	0.5037077328659684	0.06349608480872093	0.21721266853309773	0.3563878131149337	0.30218612707108733	0.14111717548238414	0.28637335755035054	0.5092110539371224	0.3949611542342178	0.5231043143450343	0.4254592463261414	0.43246491585419755	0.4222929283652416	0.43390756771647376	0.3972100643376159	0.08472712153898646	0.07480387473964327	0.46749053241903	0.3370902954563845	0.12314706873745232	0.19809125549501203	0.08592592621447721
BS_2A5R9MEJ	0.41664050067526553	0.14721534985287682	0.49863547261161256	-0.020115780348325986	0.16070090196951883	0.4325612479972276	0.34958821826203235	0.15990271763759334	0.2159079909690602	0.4202270515950239	0.28772586312785353	0.5213932173485569	0.4750054123937122	0.49035297679752377	0.4839375311748735	0.49255601768707385	0.3396110656127362	0.10180463328313312	0.11848188296096644	0.46387763397698784	0.30791351693416336	0.09723819221942445	0.18529556259930682	-0.03148410312410828
BS_2ARXK0TD	0.45222648672649823	0.3299443911385597	0.5260940871801826	0.1604588045597269	0.3217970126861003	0.4267743258060758	0.389765540744204	0.28279530298977207	0.3930297960261445	0.4949589790028613	0.46664054696264096	0.5304032203566927	0.5051228934604831	0.5025494261426179	0.49497819192140513	0.49720567948060906	0.48415122869232946	0.18303805849798788	0.3058125566556662	0.4737055810641978	0.4482676635618168	0.2381864888188566	0.30213058672804266	0.236364334163101
BS_2AV1H5TV	0.4521465477321945	0.061936950978305996	0.5291640047235607	-0.17202055917325315	0.14572159039879215	0.40427892255826187	0.22192205015689004	0.0782009912443537	0.2203038851793405	0.48006393034373757	0.3648594937269191	0.49502063065670354	0.44661600641951954	0.4568745124594765	0.44940983306677385	0.4626766374161814	0.4395734966550354	0.06004629336969741	0.11384995006721338	0.44017783941178795	0.25789922217070577	-0.0035667668033078927	0.08997730877496352	-0.24166548514277214
BS_2DMBCHNF	0.5163712295146882	0.3814661037930122	0.5443862183122473	0.10757333227805935	0.3838756398893374	0.43182464949127747	0.4282194061384292	0.32810225850938646	0.29462946457476374	0.541114772731265	0.5056962352190659	0.5626261566340156	0.5272821619043025	0.48196277108790214	0.46698175969568423	0.48328025061041274	0.518590314504555	0.3201020719013559	0.28350292320848053	0.3494007744855365	0.40520191384935117	0.3323768916792589	0.27349405046724873	0.13565370116695638
BS_2EN3X6HB	0.4852884477320448	0.32732998451129575	0.5288485990857714	0.12119138533166667	0.24838216536735858	0.40731090771568257	0.36021145512648844	0.2074220229435217	0.34786581847124254	0.521102137402348	0.47232250476665166	0.5381050381005987	0.5370115873258023	0.5165003064411268	0.5044144720096793	0.5108096758553793	0.477946119173158	0.1572855817609383	0.15113047466204235	0.4108316925324606	0.38933124771481764	0.1565919313493208	0.2147437833976758	0.0908921795260289
BS_2FEZWH1F	0.43137040020662504	0.3851623974459434	0.5690527561923858	0.22507371836362572	0.36468468832197604	0.4546939018573089	0.4084574969081674	0.2953984513613483	0.34296834418778815	0.4828149973328045	0.5096341829785221	0.5548171345525355	0.5708757257377155	0.48098890867083355	0.46980772585121205	0.48346232590949045	0.5295466905389546	0.2959603031455571	0.33524512235000464	0.43282235462389235	0.41363125824474256	0.2483346032472264	0.29259962755945196	0.19273740194675634
BS_2HNXVFAS	0.4545800027966835	0.23363315309157345	0.5108941956233283	0.07046010512012822	0.22380509110078553	0.45186106578663904	0.3520409418899487	0.1482840988895433	0.3334073227194476	0.4888316312477836	0.43109096675924113	0.5446298942375825	0.4867422857850529	0.46809234679733097	0.4569173436571303	0.46936690726160707	0.4240835803284643	0.11723372155708536	0.1604144224899737	0.4785587913512184	0.3644690350564296	0.11874219559252848	0.18865714195173294	0.1272132734882329
BS_2JH1QMT1	0.3971713196078428	0.1576340044359784	0.5154114157825206	0.05975340724425964	0.18474427358981385	0.45850979291029326	0.3146790108391149	0.16750358113732916	0.29116430689305556	0.4561795680340009	0.32987219914877564	0.5457170016494913	0.5034169030179578	0.5274732335346197	0.5187550494286833	0.5301644288568097	0.3784118754828339	0.04959849835404131	0.08964342489612429	0.4488013223096314	0.34614263754768426	0.07491744980087144	0.21507746174549225	0.004627078468857206
BS_2JP7RBMB	0.41429956711055094	0.2342291261493178	0.5263227981005534	0.05350000527847739	0.26572468233129576	0.37004731656506007	0.3262531506195846	0.21252885748500938	0.313302986103791	0.4182861882067158	0.38764674255138093	0.4978584114369943	0.46828288299734866	0.5155842213441947	0.5083634241139482	0.5221994962697812	0.43342101371858854	0.23483615307869435	0.16370525155743376	0.44838028795696117	0.38937066926490094	0.2044990060881598	0.22254434827717526	0.06307326375131506
BS_2K01T8K6	0.5333804591652768	0.3128632638414664	0.5434182647392638	0.1154463459733076	0.29271210838947664	0.4407565400891336	0.3847881766089304	0.2536798536028979	0.35117388577473874	0.5088005454254372	0.4797768046982714	0.5414871714479161	0.464596167794019	0.47905035509382626	0.4712244296048501	0.4799429560077161	0.4957906821358665	0.16729102992759254	0.3089221675476361	0.49901780012123803	0.4307080542550833	0.23796508886473514	0.2916374969109887	0.24919715862546865
BS_2PDS3MSS	0.47934495497267565	0.2945405481185773	0.5490942759262437	0.1353025468021374	0.36895033748518336	0.4709381657732689	0.40844860815172856	0.259816411619132	0.3038125597279668	0.42040589539523726	0.4619801394047	0.5464966766599592	0.5437401390932152	0.46367230778572593	0.4614730191050656	0.473776527626244	0.49142749721907536	0.14095333207804628	0.231158049006889	0.45101884803324466	0.3794806229574008	0.2815525233061899	0.25896665434118804	0.17262902140383626
BS_2T5PJAW8	0.2904528116767773	0.282966241630916	0.5042721342713966	0.12554795000073393	0.26818083402866494	0.4445593816505678	0.3481159277336724	0.2231690493769035	0.3225508973772852	0.428439201312329	0.42907716296302534	0.5136804839703323	0.5099241602945926	0.5205691460419515	0.5151954642401282	0.52615287613357	0.47099981056746704	0.0508169368387397	0.2856200181415779	0.40419645885903926	0.3912958561587261	0.12079482549716414	0.17028381211231056	-0.04895969359916746
BS_2WANPFBJ	0.47677821754786065	0.24753643365022202	0.5625744336268265	0.17484010064667896	0.33171050504726807	0.3903889085459446	0.37203369565864064	0.23758457750363499	0.30833414694902	0.4602401312453688	0.4897753149355675	0.5388509405047397	0.5316331137006185	0.44373560843046467	0.43671374122174766	0.44931139476055937	0.4972608463552352	0.21302822277552289	0.19969581430937192	0.4271886543063909	0.3681323082153935	0.15206872643193836	0.19708067597370513	0.1563748695831965
BS_30F3Z9FS	0.47061411705197403	0.3063787503512401	0.5379803248423907	0.1749031716247448	0.2665358252683344	0.5028437367065677	0.4073494770563997	0.25681864482780586	0.3021696998022008	0.46326574316662894	0.3917809855728649	0.5323136858523541	0.5017223740904071	0.5185639839049694	0.5027364992460723	0.5102134903328974	0.431114131540818	0.15375767714874675	0.08223028239378673	0.5001517940606172	0.3617336748058424	0.19843233279839323	0.24390040316911485	0.18058443748571287
BS_30VC3R2Q	0.3521023747981207	0.23322471410900195	0.5276254278204847	-0.06331308664524239	0.19557925055130393	0.36647706370951777	0.2881935438465799	0.18041648507899571	0.33809132451333423	0.5227221676253944	0.43804708385582797	0.5236124950363251	0.4523929727406203	0.4867189165625685	0.4863482668983106	0.49718987083041216	0.4804414799006051	0.11827485268558346	0.18661510351613841	0.4801125995392136	0.36567847087806804	0.1301245324129267	0.19854576924296308	0.06124012025266801
BS_30YWQ3FY	0.48694287487718607	0.28072313703989116	0.52775478799079	0.1252523838863244	0.24488468843347075	0.36714858143826623	0.2639261776388524	0.2551725308383601	0.33296992381948315	0.46174688767670924	0.4802279073636832	0.4772614259022845	0.4734885319883444	0.5078369465733481	0.4935692456098779	0.49530567392330566	0.5020729667772292	0.04394864990003461	0.33846962279363485	0.48207273623302443	0.3845280601973793	0.21410122205883403	0.19824408642722285	0.12948751350431603
BS_31MBRWC4	0.43393958835804614	0.33842208888333003	0.5316786255127396	0.08000214084332266	0.33598814056718496	0.37452797561903056	0.37401648813517435	0.2870969488777644	0.3664887493084067	0.5295367807630781	0.44057289963785035	0.5151605810275746	0.4924079945681796	0.5066632463452062	0.49418501582634317	0.49668572246328135	0.4523734630806521	0.10048579615094834	0.27282070641506256	0.4796675184433551	0.42252484739798063	0.27026616131698805	0.3078078523908211	0.2054214115805482
BS_333KCNDP	0.4419318461262174	0.36497157875814296	0.5487601174111649	0.2816182609044019	0.36470232342905257	0.43382516156781853	0.4156141530896635	0.34404656366798975	0.4381066981903673	0.49802411436523336	0.5253339778939271	0.54259399432355	0.5395893705087126	0.5277206729319337	0.5147759113166734	0.5203889565397674	0.5420399532868574	0.1736561479404228	0.3496141666187223	0.4674731836985006	0.45590266188584444	0.2853971410846728	0.3289990993158358	0.29769591277622653
BS_399RPKC9	0.35872999058981475	0.22539246656375855	0.5274115082679717	0.024142884617123	0.20159063908192734	0.48526714735142834	0.3732164784559149	0.18602515765813002	0.34570955540934	0.4524943216489016	0.39390858446344656	0.5390077660362166	0.4398515605751408	0.5074370832187016	0.5024190554009068	0.5146601416791815	0.4284153789845672	0.08638857418773059	0.14169147626184656	0.4591483742600518	0.38081251935803057	0.059163019124344615	0.20396661936788538	6.252484760426614e-05
BS_3AC3SRWH	0.12027209687792328	0.029383203260876203	0.4824135880701727	0.00873189109964099	-0.13487222370069518	0.4009220605630846	0.23395932572237416	0.02133619765939736	0.20900120773390424	0.37270856091623	0.2466535692593166	0.45968391580394014	0.37904092700757097	0.4145618001558416	0.41780507388648014	0.4351713217502516	0.32518762390166717	-0.24070196591560702	0.05295033043635306	0.36370405873842904	0.32428983123139926	-0.409540175528067	0.1751377053873289	0.006604430199106052
BS_3MS8WVNR	0.5058476360393351	0.19640436914965775	0.5119502675716986	0.008922898623667104	0.11409136761849334	0.4264322613448248	0.3409184921060947	0.16756052002427738	0.23337660266235782	0.39648256563847684	0.2791792780304915	0.5201274954851388	0.4098573778547272	0.5000114261730325	0.48308966776227147	0.49497336997140867	0.313196600805395	-0.0312197722502844	-0.04351732080265209	0.4373782179825022	0.33447626307894057	-0.001643542374950149	0.2157849909428424	0.03815481613782881
BS_3ZPJAK9A	0.3222570844411837	0.03897987156854574	0.5017428758921227	-0.11313407163283176	0.0903169323918439	0.3874050378713519	0.21419628925410336	0.16203769184745268	0.24368392146230963	0.42592251329431857	0.39921984710450537	0.5229765821146356	0.4170248571371916	0.49059710715985466	0.4855194233968966	0.4821722924017678	0.39522912138892	0.041037519762219234	0.2316413388055211	0.4620294313697196	0.33239661839039003	-0.04408737115797924	0.12706395535573145	-0.18014676790455766
BS_45J79YTF	0.5142605613712316	0.12240373604079183	0.4827875776342952	-0.06152878270899342	0.16073745429585692	0.3428558928584795	0.27444496410404623	0.11828427739011188	0.23857266712299607	0.46469840128290263	0.3035622728284688	0.47294420220432837	0.39564985771484706	0.453740058390951	0.45366937223413134	0.46029712080751073	0.31190457210559325	0.0052564537221423185	-0.03319351407574718	0.4687541458088527	0.3267557254677803	0.06320796756221056	0.1612554535537076	-0.02360650416913993
BS_49BQS7Z6	0.3056304334237974	0.23297940823631313	0.5105827011283929	0.04562632083535756	0.16944539899494532	0.39226704355991643	0.32361143115674035	0.14470604848661497	0.3129676852692199	0.41695769209693606	0.37061222861240833	0.5343802828457891	0.5120569592850809	0.4909129298905127	0.4910254129347527	0.5009611630811437	0.40071320212835154	0.07377464547817798	0.11569396583835449	0.47470663248189804	0.4150307395921777	0.06543961771976059	0.2570928339687577	0.10715825541586184
BS_49CJNZ06	0.36314083082959714	0.20348756237908258	0.5095721444535006	-0.011802290627568263	0.0917482000699608	0.368293076661341	0.2829821062366486	0.18240775403269516	0.3062499698118962	0.5025473171196229	0.43155814224971883	0.5107194152758456	0.4038212907488468	0.42095103965223324	0.41515402413938274	0.42521198522211784	0.45701284068000564	0.09842540714277007	0.16868411539815387	0.4657054190137309	0.36385657297899054	-0.022159838476211564	0.23146137069287556	0.0449496101344687
BS_4B0BAVTX	0.4690744307226145	0.29961795204112757	0.5233076239880508	0.12243731474776225	0.21191967276963866	0.43192133463756743	0.3482094040186365	0.2358191895180891	0.37620705746238264	0.5352676586575673	0.43554915362047364	0.5394162327365839	0.520732836824983	0.54794081068728	0.5371669111331145	0.5423107607590315	0.4488732382838111	0.08363162542227973	0.25439425262832116	0.45718692485390167	0.4052703023929082	0.1319724158948071	0.2270311855746661	0.10494482867343631
BS_4BM3F6XJ	0.3725764022081744	0.3149201031970714	0.5048559594264836	0.11917276269906711	0.28593444188754197	0.40501186834518293	0.34295641132515114	0.22948769896623597	0.2879285054136537	0.45741697585683255	0.3948434533504797	0.5242675730090383	0.47468799217743873	0.47543899384382426	0.4562284052036246	0.4657917010950301	0.41952983109112857	0.13286776320809146	0.07847570856028363	0.41437792023278314	0.3825654436330958	0.19213258081416143	0.24725538285153625	0.06972898837128258
BS_4C6B11E4	0.3682571984819812	0.30216238229083153	0.5707252164912889	0.10214672286829103	0.2531730181316622	0.4930701276477616	0.4008145346150033	0.21110322742931756	0.3903924266245343	0.5138430330492569	0.5110897960115445	0.5595010675088893	0.473208057578105	0.5289191877529482	0.5256772216592632	0.5354399515952184	0.518911260280712	0.1417265454962726	0.3692687804494638	0.4479914156325575	0.42358099629517065	0.13440996704534697	0.22392280842779103	0.11816586780995357
BS_4GNN7J8E	0.34251812550514316	0.39875198663196426	0.5690603214563528	0.29154742794174227	0.3645173195802875	0.5063811650124128	0.4810381288613229	0.37121186188582717	0.3396830668247304	0.5096084034385638	0.47794080578806936	0.557140258663332	0.5718822840000772	0.5556114081328553	0.5448862967774651	0.5546246584763715	0.5157409778445562	0.23067299031608043	0.29273961767157886	0.4157458256342156	0.45014773932803986	0.29749893642806574	0.327625745388526	0.2684279660765899
BS_4KNBXM3C	0.40735597132158063	0.30298196703832103	0.5450173360968196	0.07525332050044316	0.278530189880571	0.4313586216452961	0.3434151655053705	0.2548704445275845	0.3949866832040205	0.45286136197929794	0.5199686828298616	0.5614539869656672	0.5190914953881616	0.5106199157138336	0.5036814935618976	0.5088503830408947	0.5183941533525728	0.2538168971267043	0.3418342997861648	0.4768267469042232	0.3985596110382659	0.1642807721295002	0.24037279209742823	0.1131371165711067
BS_4Q3KRCZT	0.3460917462914657	0.3159759495807162	0.5634305404051783	0.18673715817217673	0.23892457179875506	0.403971459067636	0.36725319135628964	0.3070453445467623	0.40556908652479856	0.5404250915590348	0.4952674823959556	0.5324596137508707	0.5335638711419616	0.5379416595732016	0.530865289592557	0.5382931758036626	0.5105261166002634	0.14196333565314853	0.3579862250586772	0.4853843950418467	0.418468319036137	0.22560494481490803	0.27143161635385865	0.21067495434114722
BS_4QW2S1Q8	0.45050062404239016	0.39024602899710603	0.5366431728666234	0.09265723805452192	0.3290094824311679	0.48924142221484856	0.49445940115457937	0.2988851246822423	0.35033178398944936	0.5348060315950377	0.43369840084273953	0.5544064085209124	0.5152619416979654	0.5274957507316776	0.520193963918094	0.5295793598645699	0.46540324519011034	0.16058220190220107	0.2674547314207774	0.4635513717262427	0.43154783734033236	0.19782028098809745	0.2651336090941325	0.0700756043127552
BS_4T0HQ9QF	0.40652873321832106	0.16897361339190342	0.5106600703061933	0.08567594736401882	0.24606443220921906	0.46942565138856557	0.3777697339127673	0.17473785875664338	0.2585423002846768	0.4713090465731539	0.366600973864693	0.5389825123467328	0.493790919458685	0.38595717354636405	0.3837567483691159	0.3980538668523519	0.41515357594129243	0.07832569761767884	0.17108335740086367	0.4347881965952549	0.36280511655755676	0.026751587417917208	0.23731637901204872	0.022749506812336617
BS_4V42BXBT	0.4484306503141645	0.2671184103601289	0.5005944452931935	0.11894490430714834	0.2522060623439867	0.3879006027580444	0.33902596146893776	0.20526147935420494	0.3365433471418445	0.4515326879020826	0.4343837219864001	0.5105570912624248	0.523941569692607	0.5351340542870789	0.528167787583441	0.5339468103351698	0.4253721853938917	0.09123135667931757	0.2007590404319057	0.47830581443985853	0.37660255849341656	0.1336597558345116	0.22733789813561533	0.09930420300373739
BS_51RA1PGE	0.38189168046679184	0.28684064774531187	0.5361731237260867	0.0736820692714555	0.27588646573973713	0.4368077516556641	0.3831877111143404	0.21744585392886878	0.3142924282868435	0.534418899805499	0.4341845961278705	0.5528314529169487	0.5373383290856812	0.43266862936879336	0.41892996791582876	0.4403046441592826	0.4538402003534749	0.23236798256600946	0.18900799748031571	0.4717614754171013	0.3875201101248587	0.1841658240222921	0.15325567366462783	0.03054333325596516
BS_52C576HH	0.4235159650787493	0.2588003365796511	0.5106989270739195	0.05262561358990726	0.19490383682746873	0.40117424321764733	0.3448973982619698	0.12716386400253216	0.3272452523428668	0.5434792712473938	0.4204177037716303	0.5474563607310069	0.49742899940437024	0.46535147311909525	0.4520574687594405	0.4642337637074759	0.45642556732556827	0.09368957880134117	0.0957387537595167	0.44458126882366605	0.3765332003373954	0.07438631766952167	0.17120815284591281	0.06724619297324941
BS_5965SFPZ	0.36781088799825357	0.18373206932030445	0.5095808257038678	0.034541021221788676	0.15977770849920947	0.4449868962308982	0.3338709424176044	0.14195516497320163	0.2665442876192791	0.3538937649272755	0.3286563901472159	0.540923564720115	0.44703607241695487	0.4963024202765374	0.48913326925698486	0.49638695962327334	0.3763880465017914	-0.022145393280362347	0.05984149043730466	0.48304584873665096	0.3704139023674251	-0.0022613581647937813	0.1921924731647304	-0.035785075377027936
BS_5EFYPZT0	0.521961755616276	0.24345161145425978	0.5268246654424327	0.057941069187193724	0.2264939841079766	0.3803063961377974	0.2875731708458327	0.1070953460055825	0.26730073907790347	0.46145678965287557	0.45664865240686825	0.5345125339885848	0.4192340922333026	0.38631518784936963	0.3808908059633898	0.393073955549879	0.4682967087458367	0.04784322426562637	0.16944479351643724	0.38057156193328157	0.35163862899489773	0.11703316312109073	0.19882803348400133	0.08832896890279726
