gene	log2FC	pvalue	q_BH
ATP6V0D1	0.275809587803729	0.24881404019156972	0.4648881413159472
SYT14	0.20831233961227924	0.24881404019156972	0.4648881413159472
C17orf75	0.2618021206347527	0.24881404019156972	0.4648881413159472
SPEGNB	0.14165947353376762	0.24881404019156972	0.4648881413159472
SNIP1	0.1693820942277089	0.24881404019156972	0.4648881413159472
TMEM100	0.30057992141763146	0.24881404019156972	0.4648881413159472
FMC1	0.34556843882738475	0.24881404019156972	0.4648881413159472
ARMC7	0.12413649166447316	0.24881404019156972	0.4648881413159472
ENSG00000257252	0.14773158779823292	0.24881404019156972	0.4648881413159472
KBTBD4	0.2956231152194775	0.24881404019156972	0.4648881413159472
LINC00476	-0.12220856815051429	0.24881404019156972	0.4648881413159472
CDKN2D	-0.4817421589097002	0.24881404019156972	0.4648881413159472
ENSG00000259877	-0.13387782886804267	0.24881404019156972	0.4648881413159472
FGF14	0.162855542605167	0.24881404019156972	0.4648881413159472
ODR4	0.28043515053983015	0.24881404019156972	0.4648881413159472
ADPRM	0.3214673573221749	0.24881404019156972	0.4648881413159472
DEPDC7	0.16514895722751366	0.24881404019156972	0.4648881413159472
SUSD1	0.37548211526042685	0.24881404019156972	0.4648881413159472
INTS7	0.2829928124328429	0.24881404019156972	0.4648881413159472
DDN	-1.364586713812733	0.24881404019156972	0.4648881413159472
CTNND1	0.214330513571662	0.24881404019156972	0.4648881413159472
DOCK9-DT	-0.13505800260475687	0.24881404019156972	0.4648881413159472
LINC00662	-0.27274359532866255	0.24881404019156972	0.4648881413159472
PRR14L	0.08344457918492232	0.24881404019156972	0.4648881413159472
ENSG00000260086	0.16209521100742086	0.24881404019156972	0.4648881413159472
CALCB	0.22610997046237225	0.24881404019156972	0.4648881413159472
CAPRIN2	0.3767622545401794	0.24881404019156972	0.4648881413159472
FASTKD1	0.34820901647057045	0.24881404019156972	0.4648881413159472
CYP4V2	0.3317413675801566	0.24881404019156972	0.4648881413159472
LINC01138	-0.2563241695354561	0.24881404019156972	0.4648881413159472
SAYSD1	0.1599823513035945	0.24881404019156972	0.4648881413159472
RTF2	0.32931149121351844	0.24881404019156972	0.4648881413159472
TRIM52	0.20657566737323085	0.24881404019156972	0.4648881413159472
PRELID3A	0.24593931536584912	0.24881404019156972	0.4648881413159472
HELB	0.2322502073692725	0.25136733274289536	0.4675618640105095
PHF7	0.15320366194243396	0.25136733274289536	0.4675618640105095
ACOT1	-0.2649216863644068	0.25136733274289536	0.4675618640105095
ACAD10	0.29191454063226585	0.25136733274289536	0.4675618640105095
RHCE	0.05193841976680946	0.25136733274289536	0.4675618640105095
CNTNAP2	-0.653225725544414	0.25136733274289536	0.4675618640105095
ZNF747	0.07679971803246843	0.25136733274289536	0.4675618640105095
DCUN1D2	-0.1367585359781165	0.25136733274289536	0.4675618640105095
IFT81	0.32194395599520576	0.25136733274289536	0.4675618640105095
NPDC1	-0.16486576636100914	0.25136733274289536	0.4675618640105095
RPL12	0.30373888683104155	0.25136733274289536	0.4675618640105095
SDR16C5	-0.24524465665982476	0.25136733274289536	0.4675618640105095
TMSB4XP4	0.24451419534596197	0.25136733274289536	0.4675618640105095
RIPPLY2	-0.31044893029593434	0.25136733274289536	0.4675618640105095
PRELID1	0.07509955376349176	0.25136733274289536	0.4675618640105095
ENSG00000245498	-0.19687715290224972	0.25136733274289536	0.4675618640105095
GS1-124K5.4	-0.08625683483324242	0.25136733274289536	0.4675618640105095
VEZT	0.33493808667375236	0.25136733274289536	0.4675618640105095
HMGN4	0.37285246424544605	0.25136733274289536	0.4675618640105095
ENSG00000228906	-0.11454711941124152	0.25136733274289536	0.4675618640105095
SMARCD1	0.27693311457906944	0.25136733274289536	0.4675618640105095
SERP2	-0.2588427164593381	0.25136733274289536	0.4675618640105095
BAZ1A-AS1	0.04553902008742361	0.25136733274289536	0.4675618640105095
THYN1	0.36037434960023784	0.25136733274289536	0.4675618640105095
API5	0.1968048785645946	0.25136733274289536	0.4675618640105095
MAFK	0.23593257640285747	0.25136733274289536	0.4675618640105095
TSPAN7	-0.3749539736941294	0.25136733274289536	0.4675618640105095
MICALL2	0.30363383332309724	0.25136733274289536	0.4675618640105095
SANBR	-0.005119080857288294	0.25136733274289536	0.4675618640105095
HLCS	0.21619263924357712	0.25136733274289536	0.4675618640105095
CAMTA2	-0.07953071447842319	0.25136733274289536	0.4675618640105095
ENSG00000277524	-0.3170777394615886	0.25136733274289536	0.4675618640105095
ENSG00000167774	0.44370014379899336	0.25136733274289536	0.4675618640105095
TATDN1	0.3948357556585811	0.25136733274289536	0.4675618640105095
NEK2	-0.12547683316126546	0.25136733274289536	0.4675618640105095
ZNF195	0.2530687154164295	0.25136733274289536	0.4675618640105095
GFM1	0.2808288944471542	0.25136733274289536	0.4675618640105095
TPM3	0.318167647482797	0.25136733274289536	0.4675618640105095
LINC01816	-0.08136815779997253	0.25136733274289536	0.4675618640105095
WDSUB1	0.2637310888648361	0.25136733274289536	0.4675618640105095
PHB	0.3185246052920938	0.25136733274289536	0.4675618640105095
ENSG00000237720	-0.3968531910191505	0.25136733274289536	0.4675618640105095
RUSC1	-0.19216375982227119	0.25136733274289536	0.4675618640105095
CKAP2	0.36109149089150216	0.25136733274289536	0.4675618640105095
SMIM14	0.3533482944387982	0.25136733274289536	0.4675618640105095
BIN1	-0.21598354858812296	0.25136733274289536	0.4675618640105095
TCP11L1	-0.05939418931463569	0.25136733274289536	0.4675618640105095
ZBTB44	0.060855561850127415	0.25393884853857907	0.47118133168140974
CYB5RL	0.17350106348966787	0.25393884853857907	0.47118133168140974
ENSG00000267632	-0.08104236798730369	0.25393884853857907	0.47118133168140974
SIRPAP1	-0.16852982761332524	0.25393884853857907	0.47118133168140974
LINC01616	-0.1902816051896123	0.25393884853857907	0.47118133168140974
CNNM3	-0.07849265385944104	0.25393884853857907	0.47118133168140974
SPATS2	0.27848877985303266	0.25393884853857907	0.47118133168140974
HDAC2	0.3089099869058929	0.25393884853857907	0.47118133168140974
PRSS56	-0.35903080516659097	0.25393884853857907	0.47118133168140974
LINS1	0.22226497112617194	0.25393884853857907	0.47118133168140974
ENSG00000289085	-0.11882574446680794	0.25393884853857907	0.47118133168140974
L3MBTL3	0.21499517458543727	0.25393884853857907	0.47118133168140974
DTWD2	0.130243452562395	0.25393884853857907	0.47118133168140974
PMS2P5	-0.12197616812670908	0.25393884853857907	0.47118133168140974
DNAJC15	0.25339780973346393	0.25393884853857907	0.47118133168140974
SAMD15	0.1392470307422402	0.25393884853857907	0.47118133168140974
ENSG00000289276	-0.13999969262663053	0.25393884853857907	0.47118133168140974
DDX46	0.1984878653056854	0.25393884853857907	0.47118133168140974
CACNG3	-0.9453709254061525	0.25393884853857907	0.47118133168140974
ZNF22-AS1	0.12764038837986869	0.25393884853857907	0.47118133168140974
WFDC1	-0.3018502644141796	0.25393884853857907	0.47118133168140974
GAR1	0.36583398278737755	0.25393884853857907	0.47118133168140974
VPS33B	0.2634631721990188	0.25393884853857907	0.47118133168140974
CPT1B	0.28809619116138707	0.25393884853857907	0.47118133168140974
H4C12	-0.9092033665305648	0.25393884853857907	0.47118133168140974
ARMCX2	0.3102291062686744	0.25393884853857907	0.47118133168140974
ZNF292	-0.02275879235839451	0.25652861808240124	0.4728501243218957
SYNPO2	0.43155455171837875	0.25652861808240124	0.4728501243218957
BLVRB	0.31440846485436325	0.25652861808240124	0.4728501243218957
C19orf47	-0.023664673760686483	0.25652861808240124	0.4728501243218957
ODAD4	0.23623281366039173	0.25652861808240124	0.4728501243218957
CECR7	-0.21135042697336281	0.25652861808240124	0.4728501243218957
CA4	-0.4686510303563791	0.25652861808240124	0.4728501243218957
SLF1	0.19158368343073628	0.25652861808240124	0.4728501243218957
TSEN54	0.14850006528467996	0.25652861808240124	0.4728501243218957
LSP1P4	0.28354531647679515	0.25652861808240124	0.4728501243218957
LINC00665	-0.3214717076041653	0.25652861808240124	0.4728501243218957
YBX1	0.21892452237239546	0.25652861808240124	0.4728501243218957
COMMD9	0.22809064788513211	0.25652861808240124	0.4728501243218957
MTND4P12	-0.2511511684662307	0.25652861808240124	0.4728501243218957
MSMO1	0.4702279478955145	0.25652861808240124	0.4728501243218957
SERPINI1	-0.5520398805625444	0.25652861808240124	0.4728501243218957
LRRTM1	-0.2594769125301166	0.25652861808240124	0.4728501243218957
NUP54	0.29891050195810154	0.25652861808240124	0.4728501243218957
ZNF559-ZNF177	-0.15111842973883838	0.25652861808240124	0.4728501243218957
LOXL1-AS1	0.13231647916887912	0.25652861808240124	0.4728501243218957
SMC6	0.24135282325960405	0.25652861808240124	0.4728501243218957
PHACTR4	0.35672229320275006	0.25652861808240124	0.4728501243218957
CHRM3	-0.1802080485838211	0.25652861808240124	0.4728501243218957
PELI3	-0.2423965160567607	0.25652861808240124	0.4728501243218957
RAB29	0.29899275619911503	0.25652861808240124	0.4728501243218957
DOCK10	0.3947595050217392	0.25652861808240124	0.4728501243218957
NOP53	0.1709281455047913	0.25652861808240124	0.4728501243218957
TAB1	-0.06932451949482132	0.25652861808240124	0.4728501243218957
PURA	-0.23545410517663923	0.25652861808240124	0.4728501243218957
TNFAIP8L1	-0.14513887441942797	0.25652861808240124	0.4728501243218957
ANKRD16	-0.04635617932916114	0.25652861808240124	0.4728501243218957
SYP	-0.5243096222673067	0.25652861808240124	0.4728501243218957
ENSG00000278932	0.27283110871755856	0.25652861808240124	0.4728501243218957
SGCB	0.2604851222760258	0.25652861808240124	0.4728501243218957
SLC7A1	-0.15162064408687748	0.25652861808240124	0.4728501243218957
IFI27L2	0.4599257548796736	0.25652861808240124	0.4728501243218957
TMEM9B	0.3593938727241346	0.25652861808240124	0.4728501243218957
ATL2	0.29245248124852985	0.25652861808240124	0.4728501243218957
SNORD116-9	-1.618155931371767	0.25652861808240124	0.4728501243218957
ENSG00000216895	0.30967820888055386	0.25652861808240124	0.4728501243218957
PTDSS2	0.23443990234438727	0.25652861808240124	0.4728501243218957
SNORD116-8	-1.2818806083606766	0.25652861808240124	0.4728501243218957
LINC02731	-0.1054139627813917	0.25652861808240124	0.4728501243218957
CYP2D7	-0.04996791544214113	0.25652861808240124	0.4728501243218957
PLAAT5	-0.10161259604842932	0.25652861808240124	0.4728501243218957
PELI2	-0.07576650207803803	0.25652861808240124	0.4728501243218957
MAPK13	-0.1111615616423749	0.25652861808240124	0.4728501243218957
PSMD14	0.411172850550777	0.25652861808240124	0.4728501243218957
RNU2-61P	-0.26673281716061914	0.25652861808240124	0.4728501243218957
EIF4BP6	-0.228358038126952	0.25652861808240124	0.4728501243218957
C6orf47	0.2050989429337089	0.25652861808240124	0.4728501243218957
ENSG00000262633	0.590569366697646	0.25652861808240124	0.4728501243218957
IMP4	0.19152326756783733	0.25652861808240124	0.4728501243218957
NEIL1	-0.10327589068183451	0.25652861808240124	0.4728501243218957
SNORD116-3	-1.618155931371767	0.25652861808240124	0.4728501243218957
GRPEL1	0.2627324303628811	0.25652861808240124	0.4728501243218957
CENPC	0.29118998457575884	0.25652861808240124	0.4728501243218957
ENSG00000241679	0.22501559769139534	0.25652861808240124	0.4728501243218957
PEF1	0.3329131845750144	0.25652861808240124	0.4728501243218957
TMEM200A	0.2729521259196266	0.25652861808240124	0.4728501243218957
ENSG00000288637	-0.1173286340037415	0.25652861808240124	0.4728501243218957
PLEKHA6	-0.14705701534312743	0.25652861808240124	0.4728501243218957
CAMK2N2	-0.3907699007909913	0.25652861808240124	0.4728501243218957
MB	-0.1477786654383596	0.25652861808240124	0.4728501243218957
ATP5PD	0.46816981623854215	0.25652861808240124	0.4728501243218957
ENSG00000269176	-0.05272605118067908	0.25652861808240124	0.4728501243218957
ENSG00000289353	0.15882657280832246	0.25652861808240124	0.4728501243218957
TGFA	0.36474987428674455	0.25652861808240124	0.4728501243218957
EHMT2	-0.09567967842413871	0.25652861808240124	0.4728501243218957
ECHS1	0.25512693328354086	0.25652861808240124	0.4728501243218957
LINC00342	-0.28977989166973805	0.25913667068628843	0.4760442019615549
SLAIN1	0.2990338856927899	0.25913667068628843	0.4760442019615549
PRKD1	0.2641395025938955	0.25913667068628843	0.4760442019615549
GPLD1	-0.0687035141992578	0.25913667068628843	0.4760442019615549
ISY1	0.334011479864309	0.25913667068628843	0.4760442019615549
NOL9	0.002517613767861082	0.25913667068628843	0.4760442019615549
ENSG00000228430	-1.0995451178162792	0.25913667068628843	0.4760442019615549
GNRHR2	-0.1085299840362457	0.25913667068628843	0.4760442019615549
LINC01963	-0.34117703412155276	0.25913667068628843	0.4760442019615549
ENSG00000273350	-0.1841742754624346	0.25913667068628843	0.4760442019615549
KBTBD6	-0.17407264282946633	0.25913667068628843	0.4760442019615549
ENSG00000288880	-0.07569325920477898	0.25913667068628843	0.4760442019615549
RPS28P7	0.2912122765728924	0.25913667068628843	0.4760442019615549
ENSG00000249741	0.1864776835835804	0.25913667068628843	0.4760442019615549
LINC01549	0.21930399603784034	0.25913667068628843	0.4760442019615549
KIF18B	-0.06385834960145376	0.25913667068628843	0.4760442019615549
PGBD2	0.2128616299781092	0.25913667068628843	0.4760442019615549
ENSG00000278601	0.010760901103488096	0.25913667068628843	0.4760442019615549
MRPL47	0.4326605612295311	0.25913667068628843	0.4760442019615549
MPHOSPH6	0.4511800685009737	0.25913667068628843	0.4760442019615549
CCDC178	0.12012758633050274	0.25913667068628843	0.4760442019615549
GAS6-DT	-0.07470752566858041	0.25913667068628843	0.4760442019615549
RWDD4	0.22239291125522387	0.25913667068628843	0.4760442019615549
SELENOV	-0.10235145860835232	0.25913667068628843	0.4760442019615549
ENSG00000284673	-0.07688147197859013	0.25913667068628843	0.4760442019615549
LINC02716	-0.11593740488242976	0.25913667068628843	0.4760442019615549
ZBTB24	0.16906788641663284	0.25913667068628843	0.4760442019615549
ENSG00000260228	0.12984533731818027	0.25913667068628843	0.4760442019615549
ENSG00000288771	0.2727001322550703	0.25913667068628843	0.4760442019615549
GRM4	-0.4040097215575546	0.25913667068628843	0.4760442019615549
PAX3	-0.11457230436892901	0.25913667068628843	0.4760442019615549
SMC5	0.3282821901278621	0.25913667068628843	0.4760442019615549
PLCXD3	-0.25521809776368687	0.25913667068628843	0.4760442019615549
ENSG00000281938	-0.13516596349581766	0.25913667068628843	0.4760442019615549
MFSD4B	0.29184074591497056	0.25913667068628843	0.4760442019615549
TMEM220	0.22722501899140934	0.25913667068628843	0.4760442019615549
ENSG00000276900	0.07184315620642068	0.26176303445848514	0.4779543060174932
UBE2N	0.29612468695080096	0.26176303445848514	0.4779543060174932
FZR1	0.06573957049780343	0.26176303445848514	0.4779543060174932
SNX3	0.294982995752882	0.26176303445848514	0.4779543060174932
SNORA46	-0.609958534922721	0.26176303445848514	0.4779543060174932
PIP5K1B	0.2712379627747292	0.26176303445848514	0.4779543060174932
PSORS1C1	-0.28941662661008527	0.26176303445848514	0.4779543060174932
SNORA14B	-0.5665651127611242	0.26176303445848514	0.4779543060174932
C15orf39	0.21134950509220563	0.26176303445848514	0.4779543060174932
HADHA	0.31101664863494793	0.26176303445848514	0.4779543060174932
ZNF821	-0.2251288885685816	0.26176303445848514	0.4779543060174932
BLM	0.35199945132333577	0.26176303445848514	0.4779543060174932
LINGO2	-0.28300410833114514	0.26176303445848514	0.4779543060174932
ZNF350-AS1	-0.11745491600768143	0.26176303445848514	0.4779543060174932
BBS5	0.1676698486679653	0.26176303445848514	0.4779543060174932
LTB4R2	0.17769048047570202	0.26176303445848514	0.4779543060174932
CACUL1	0.2742890740614885	0.26176303445848514	0.4779543060174932
CCDC144A	-0.10822063585307229	0.26176303445848514	0.4779543060174932
RCE1	0.18713205205977523	0.26176303445848514	0.4779543060174932
RCC1L	0.23322059515180715	0.26176303445848514	0.4779543060174932
ENSG00000226465	0.04072048697471131	0.26176303445848514	0.4779543060174932
POLR2C	0.27563266779492146	0.26176303445848514	0.4779543060174932
SERPINA5	0.3639500873035866	0.26176303445848514	0.4779543060174932
GTF2E1	0.28588016871764177	0.26176303445848514	0.4779543060174932
CUL3	0.41812758370901726	0.26176303445848514	0.4779543060174932
SNORA58	-0.1471248432639889	0.26176303445848514	0.4779543060174932
ANAPC15	0.3783517808254797	0.26176303445848514	0.4779543060174932
NDUFAB1	0.2652283418500829	0.26176303445848514	0.4779543060174932
LAMB2	0.3895372202570737	0.26176303445848514	0.4779543060174932
KCNMB4	-0.3013822350965185	0.26176303445848514	0.4779543060174932
H2BC12	0.27750724025310003	0.26176303445848514	0.4779543060174932
TAF4	-0.043732153583591504	0.26176303445848514	0.4779543060174932
ENSG00000283196	0.26789313055395825	0.26176303445848514	0.4779543060174932
COMMD2	0.2581362466326982	0.26176303445848514	0.4779543060174932
SHROOM1	-0.0008449171789930432	0.26176303445848514	0.4779543060174932
GFRA2	0.29152723382570334	0.26176303445848514	0.4779543060174932
GLRB	-0.2895546460382592	0.26176303445848514	0.4779543060174932
TAF9	0.4350303310461796	0.26176303445848514	0.4779543060174932
MED20	0.27277462162390176	0.26176303445848514	0.4779543060174932
SLC36A4	0.313876144247035	0.26176303445848514	0.4779543060174932
DHRS7B	0.3179049943789889	0.26176303445848514	0.4779543060174932
EXOSC6	-0.1426682098875105	0.26176303445848514	0.4779543060174932
IGF1R	-0.061618760777305326	0.26176303445848514	0.4779543060174932
SLC30A3	-0.8871710476404691	0.26176303445848514	0.4779543060174932
ARHGEF37	-0.1374379180137275	0.26176303445848514	0.4779543060174932
ZBTB37	-0.0044931970670223365	0.26176303445848514	0.4779543060174932
ENSG00000275971	-0.09338043999836254	0.26176303445848514	0.4779543060174932
FSTL4	-0.3490425656937528	0.26176303445848514	0.4779543060174932
BBOF1	0.2875303261545319	0.26176303445848514	0.4779543060174932
AKIRIN1	0.2764222776708536	0.26176303445848514	0.4779543060174932
ARG2	0.39160301772582073	0.26176303445848514	0.4779543060174932
POLR3F	0.2870837727394675	0.26176303445848514	0.4779543060174932
RNF175	-0.3156743374415498	0.26176303445848514	0.4779543060174932
CEP44	0.23054182337044726	0.26176303445848514	0.4779543060174932
FNDC4	0.1634917114272021	0.26176303445848514	0.4779543060174932
PUF60	0.26900180836043486	0.26176303445848514	0.4779543060174932
TIGD2	0.17570355962780537	0.26176303445848514	0.4779543060174932
PDIA2	-0.10678033984621571	0.26176303445848514	0.4779543060174932
RPS14	0.18988054617821604	0.26176303445848514	0.4779543060174932
POGK	-0.144498341965984	0.26176303445848514	0.4779543060174932
ENSG00000237188	-0.1426253079123848	0.26176303445848514	0.4779543060174932
NOL7	0.21894735215747918	0.26176303445848514	0.4779543060174932
C9orf78	0.35268512786630435	0.26176303445848514	0.4779543060174932
ARHGEF40	0.18909707889394767	0.26176303445848514	0.4779543060174932
CELSR3	-0.21216260424669708	0.26176303445848514	0.4779543060174932
ENSG00000287757	-0.011226690952076734	0.2644077362918259	0.48094453175385443
SNCG	-0.7141057105385151	0.2644077362918259	0.48094453175385443
ENSG00000228801	0.19660810986333188	0.2644077362918259	0.48094453175385443
NANOS1	-0.21433082779722068	0.2644077362918259	0.48094453175385443
DLK1	0.3420401086821184	0.2644077362918259	0.48094453175385443
MRPL2	0.33548485101527437	0.2644077362918259	0.48094453175385443
PHC1	0.005780758017526644	0.2644077362918259	0.48094453175385443
LERFS	-0.10070534254537322	0.2644077362918259	0.48094453175385443
RNU1-16P	-0.04324524921627923	0.2644077362918259	0.48094453175385443
MED15	0.2095127217582995	0.2644077362918259	0.48094453175385443
ARL8A	-0.024306261867883983	0.2644077362918259	0.48094453175385443
TMEM196	-0.11833858700333189	0.2644077362918259	0.48094453175385443
WDR90	0.26511682582900553	0.2644077362918259	0.48094453175385443
PTPRB	0.01075517538541293	0.2644077362918259	0.48094453175385443
WNT10B	-0.5677853858011629	0.2644077362918259	0.48094453175385443
MTR	0.2733218682446865	0.2644077362918259	0.48094453175385443
ISG20L2	0.3482491068223652	0.2644077362918259	0.48094453175385443
ELP5	0.3253766435599861	0.2644077362918259	0.48094453175385443
ENSG00000274015	0.3429201103559445	0.2644077362918259	0.48094453175385443
TBC1D16	-0.05633288243374768	0.2644077362918259	0.48094453175385443
EEF1E1	0.45523384087071683	0.2644077362918259	0.48094453175385443
GLS2	-0.2575304699563309	0.2644077362918259	0.48094453175385443
LRRC59	0.19338574206044923	0.2644077362918259	0.48094453175385443
ABO	0.05069202709052323	0.2644077362918259	0.48094453175385443
PLAG1	0.29827826034309657	0.2644077362918259	0.48094453175385443
ZNF417	-0.16486911905506862	0.2644077362918259	0.48094453175385443
PTH1R	-0.12074394974333802	0.2644077362918259	0.48094453175385443
DIP2B	0.14101707341920955	0.2644077362918259	0.48094453175385443
EIF2S1	0.26634304116513086	0.2644077362918259	0.48094453175385443
ECE2	0.3310175093949743	0.2644077362918259	0.48094453175385443
RNF7	0.3809312885067051	0.2644077362918259	0.48094453175385443
NPB	-0.11597680228174623	0.2644077362918259	0.48094453175385443
SNX10	0.47571357522653646	0.2644077362918259	0.48094453175385443
IZUMO4	-0.21724368152496032	0.2644077362918259	0.48094453175385443
C8orf33	0.30576639735292677	0.2644077362918259	0.48094453175385443
MRC1	0.11382314217758571	0.2644077362918259	0.48094453175385443
CBWD5	0.19569255920875728	0.2644077362918259	0.48094453175385443
ZNF658	-0.12037372177456951	0.2644077362918259	0.48094453175385443
FERMT1	-0.13712941472565743	0.2644077362918259	0.48094453175385443
FARP1	-0.11627075923854502	0.2644077362918259	0.48094453175385443
LINC01625	-0.051420864158292945	0.2644077362918259	0.48094453175385443
GRB2	0.265696644363576	0.26707080185211374	0.4834979078278697
SBDS	0.35529009279840285	0.26707080185211374	0.4834979078278697
TMEM168	0.271823750284784	0.26707080185211374	0.4834979078278697
NPIPB13	-0.18396622521784245	0.26707080185211374	0.4834979078278697
NDUFA6	0.3598422791924136	0.26707080185211374	0.4834979078278697
GPRC5B	-0.1661543612831009	0.26707080185211374	0.4834979078278697
AAK1	-0.03774229226937553	0.26707080185211374	0.4834979078278697
HEBP1	0.2782450893924109	0.26707080185211374	0.4834979078278697
SNORD116-2	-1.2683174842715486	0.26707080185211374	0.4834979078278697
PNN	0.2177466253776541	0.26707080185211374	0.4834979078278697
ENSG00000270118	-0.11289885849342413	0.26707080185211374	0.4834979078278697
USP48	0.27679739238980083	0.26707080185211374	0.4834979078278697
URM1	0.3278664276497292	0.26707080185211374	0.4834979078278697
ENSG00000283839	0.24895876099589526	0.26707080185211374	0.4834979078278697
NOL12	0.3917566614071242	0.26707080185211374	0.4834979078278697
RNF31	0.27979158760715084	0.26707080185211374	0.4834979078278697
APLP1	-0.4317159689957748	0.26707080185211374	0.4834979078278697
SEC22A	0.3352623255676419	0.26707080185211374	0.4834979078278697
MRPL45	0.2842099473230424	0.26707080185211374	0.4834979078278697
ODF2	0.27028921885931245	0.26707080185211374	0.4834979078278697
ENSG00000276528	0.35351164502394583	0.26707080185211374	0.4834979078278697
RNU1-89P	-0.18184554654499085	0.26707080185211374	0.4834979078278697
ENSG00000270021	-0.12330178887332144	0.26707080185211374	0.4834979078278697
CHTOP	0.2751516230120803	0.26707080185211374	0.4834979078278697
MDGA2	-0.13560152988033702	0.26707080185211374	0.4834979078278697
ENSG00000289047	-0.25805163157522637	0.26707080185211374	0.4834979078278697
PPP1R35	0.23061041874957766	0.26707080185211374	0.4834979078278697
SEPTIN7	-0.31040144997978203	0.26707080185211374	0.4834979078278697
SNORA38	-0.6364806047162279	0.26707080185211374	0.4834979078278697
GET3	0.330774961685254	0.26707080185211374	0.4834979078278697
ENSG00000269026	-0.007552420138260574	0.26707080185211374	0.4834979078278697
IMPDH2	0.2578087915498326	0.26707080185211374	0.4834979078278697
CHMP4A	0.46414079823958243	0.26707080185211374	0.4834979078278697
MYO15B	0.45469552236456456	0.26707080185211374	0.4834979078278697
COLEC12	0.4430771082137661	0.26707080185211374	0.4834979078278697
LRP1B	-0.05428692084445519	0.26707080185211374	0.4834979078278697
ZNF169	-0.010021992018155013	0.26707080185211374	0.4834979078278697
PARL	0.3824586501206557	0.26707080185211374	0.4834979078278697
ENSG00000279948	-0.07019040379602481	0.26707080185211374	0.4834979078278697
ENSG00000279069	-0.04292364581150265	0.26707080185211374	0.4834979078278697
PNMA1	-0.19748715077930967	0.26707080185211374	0.4834979078278697
PCSK1	0.40076905580255673	0.26707080185211374	0.4834979078278697
DLX5	-0.15325116404260863	0.26707080185211374	0.4834979078278697
ASPHD2	-0.25146393163966674	0.26707080185211374	0.4834979078278697
ZNF726	-0.10139281449866	0.26707080185211374	0.4834979078278697
ENSG00000279759	-0.11500345330500217	0.26707080185211374	0.4834979078278697
TUBE1	0.18387011483433513	0.26707080185211374	0.4834979078278697
ABL1	0.2256197632176784	0.26707080185211374	0.4834979078278697
NPPC	-0.09084312305278996	0.26707080185211374	0.4834979078278697
HSCB	0.3274628024629451	0.26707080185211374	0.4834979078278697
TRAPPC8	0.29192523927372616	0.26707080185211374	0.4834979078278697
ENSG00000261342	-0.13373234955965752	0.26975225556660587	0.4870015596763516
PANK2	0.2912680535832566	0.26975225556660587	0.4870015596763516
LINC01354	-0.06614414376753541	0.26975225556660587	0.4870015596763516
LCNL1	-0.0002974879370692962	0.26975225556660587	0.4870015596763516
RNU2-64P	-0.27501164423912283	0.26975225556660587	0.4870015596763516
ZNF630	0.2117244841853061	0.26975225556660587	0.4870015596763516
TMEM163	0.4204367320454643	0.26975225556660587	0.4870015596763516
TTC30A	0.20545502981999353	0.26975225556660587	0.4870015596763516
ARMH1	0.1778933964543028	0.26975225556660587	0.4870015596763516
SPON1	-0.3122071169169285	0.26975225556660587	0.4870015596763516
DEPDC4	0.1987457019216028	0.26975225556660587	0.4870015596763516
USP36	0.18981390802007736	0.26975225556660587	0.4870015596763516
GORASP1	-0.1530918671467152	0.26975225556660587	0.4870015596763516
GABRA1	-1.1596208222719593	0.26975225556660587	0.4870015596763516
RSKR	-0.1195246158584018	0.26975225556660587	0.4870015596763516
ENSG00000269906	0.20019714506750141	0.26975225556660587	0.4870015596763516
SPTSSA	0.4267322726791458	0.26975225556660587	0.4870015596763516
MACROD1	-0.15988360278936886	0.26975225556660587	0.4870015596763516
ACACA	-0.0754500483361289	0.26975225556660587	0.4870015596763516
SNORD3A	-0.7363756857169541	0.26975225556660587	0.4870015596763516
MED22	0.15796083810360484	0.26975225556660587	0.4870015596763516
SPRTN	0.24113131220993367	0.26975225556660587	0.4870015596763516
NRG2	-0.05061369323485909	0.26975225556660587	0.4870015596763516
NUTF2	0.22331548629316433	0.26975225556660587	0.4870015596763516
CEPT1	0.35796018078430336	0.26975225556660587	0.4870015596763516
HSD17B12	0.20220348606316652	0.26975225556660587	0.4870015596763516
LINC01152	0.19413854367723893	0.26975225556660587	0.4870015596763516
SETP14	-0.10648885897412108	0.26975225556660587	0.4870015596763516
ENSG00000275634	-0.1652248764203077	0.26975225556660587	0.4870015596763516
NGF	0.2599069396459139	0.26975225556660587	0.4870015596763516
GAPLINC	0.33965170103834363	0.27245212061261115	0.4895737334785297
PRORP	0.4121483280083682	0.27245212061261115	0.4895737334785297
HAUS5	0.1252662416612771	0.27245212061261115	0.4895737334785297
C1orf115	-0.6299119573233447	0.27245212061261115	0.4895737334785297
GCN1	0.25249085817050787	0.27245212061261115	0.4895737334785297
TMEM250	-0.15848966255017416	0.27245212061261115	0.4895737334785297
BRSK1	-0.35656011297704193	0.27245212061261115	0.4895737334785297
PLD3	0.21776211587642003	0.27245212061261115	0.4895737334785297
KLHL22	-0.10500796156492465	0.27245212061261115	0.4895737334785297
PIGF	0.37133698141287663	0.27245212061261115	0.4895737334785297
DERA	0.26734184774280934	0.27245212061261115	0.4895737334785297
EPS8L1	0.10697586478229021	0.27245212061261115	0.4895737334785297
SEPTIN2	0.34772012946598085	0.27245212061261115	0.4895737334785297
