gene	log2FC	pvalue	q_BH
SLAMF7	0.9588846633645722	1.2792382898126598e-09	1.2260822780065394e-05
GPR171	0.6316459122832836	1.8079811147179356e-09	1.2260822780065394e-05
CD5	0.7151967907174523	1.878477521076359e-09	1.2260822780065394e-05
FCER1A	1.9564244903700339	5.2020635159873924e-09	1.7609348543973807e-05
CD3G	0.7388668592892158	5.399229157892407e-09	1.7609348543973807e-05
CCR2	1.0512729998892592	6.263159318487896e-09	1.7609348543973807e-05
CD96	0.8182263838822995	7.533633231668276e-09	1.7609348543973807e-05
P2RY10	0.655041324181446	7.533633231668276e-09	1.7609348543973807e-05
TBC1D10C	0.8914988060531489	8.412708886688242e-09	1.7609348543973807e-05
SLAMF6	0.677297764284148	1.0479956737680968e-08	1.7609348543973807e-05
MCOLN2	0.5353117265259304	1.1272941992467757e-08	1.7609348543973807e-05
LCK	1.0408787417669076	1.1691003067854527e-08	1.7609348543973807e-05
CD27	1.0639379097814068	1.1691003067854527e-08	1.7609348543973807e-05
IGHM	2.636453894127392	1.4017818373200985e-08	1.8298860104376562e-05
TRBC1	1.4971907561187263	1.4017818373200985e-08	1.8298860104376562e-05
CXCR3	0.6392147295137725	1.6197603840722932e-08	1.9341434255601225e-05
IL2RG	1.5701760045517639	1.6792011763710782e-08	1.9341434255601225e-05
SIT1	0.6673774185342216	1.938867213000777e-08	1.9981557314614848e-05
HSH2D	0.47932740873088636	1.938867213000777e-08	1.9981557314614848e-05
SEPTIN1	0.8626628880367925	2.1587953658390272e-08	2.0861668055741896e-05
VMO1	1.0452571743545704	2.2373475776036965e-08	2.0861668055741896e-05
PRF1	1.2364124608124243	2.6736203147581198e-08	2.379643608330852e-05
PVRIG	0.4839697052334801	3.0810620673667116e-08	2.6230554930916338e-05
PTPN22	0.8039340022517307	3.6756660871791377e-08	2.998884068877279e-05
SELP	0.694557486080953	4.2301169288710194e-08	3.185766137854747e-05
CXCL9	0.9969895191491474	4.2301169288710194e-08	3.185766137854747e-05
TRAC	1.7018108486644135	4.536941348386612e-08	3.290290686768824e-05
CTLA4	0.6566322846613651	5.2166301921136676e-08	3.648101278277776e-05
CST7	1.212140145542921	5.5925021302063804e-08	3.7207407839563904e-05
NNMT	2.491598699550622	5.790150888625076e-08	3.7207407839563904e-05
LTBP2	1.9718272710419953	6.424565180345441e-08	3.7207407839563904e-05
GZMM	0.5220911242613779	6.650627007735747e-08	3.7207407839563904e-05
LAG3	0.4080888823939662	6.650627007735747e-08	3.7207407839563904e-05
CCL5	1.854843267436309	6.650627007735747e-08	3.7207407839563904e-05
IGLC1	3.074461916534861	6.650627007735747e-08	3.7207407839563904e-05
CD3E	1.4633796309993334	7.126095697365145e-08	3.876002218058525e-05
HOXB2	1.155905317782492	7.376016145840341e-08	3.903507355451344e-05
IGKC	3.912915234625487	7.634416588671643e-08	3.933934505862617e-05
CD2	1.6587310688424641	7.901574488301398e-08	3.967198206549479e-05
RUNX3	0.7633679416101941	8.463316363374608e-08	4.143004942780955e-05
IGLL5	1.5301786697944255	9.379062207003066e-08	4.223011885107816e-05
ITK	0.6996166139330273	9.379062207003066e-08	4.223011885107816e-05
TRBV27	0.6594393150156099	9.705098556245939e-08	4.223011885107816e-05
CD1C	0.5286568022860461	9.705098556245939e-08	4.223011885107816e-05
TRBV6-2	0.5742138647004045	9.705098556245939e-08	4.223011885107816e-05
IL2RB	0.798059104788623	1.0042093916635848e-07	4.27465741264449e-05
IGHV3-30	2.9604722423914964	1.0750392598265332e-07	4.478796541843266e-05
OLFML2B	1.6122080228494533	1.150693241073991e-07	4.694109240306212e-05
CD6	0.7594082932532129	1.1904273057403303e-07	4.728187495157155e-05
SLAMF8	1.4111704499997908	1.231487473842066e-07	4.728187495157155e-05
MAMDC2	0.8609082418300382	1.231487473842066e-07	4.728187495157155e-05
IGLV2-14	2.83951404925312	1.3177579419667326e-07	4.962118896471267e-05
NKG7	1.4882310537008692	1.409861661204535e-07	5.091660707279561e-05
IGHV5-51	2.518735435148307	1.4582186153948547e-07	5.091660707279561e-05
IGHV1-2	2.736258764498502	1.5081779328033017e-07	5.091660707279561e-05
IGLV1-51	2.7083904306116526	1.5081779328033017e-07	5.091660707279561e-05
GAREM2	-1.164103676003325	1.5081779328033017e-07	5.091660707279561e-05
CD79A	0.7057806052027922	1.5081779328033017e-07	5.091660707279561e-05
IGLV3-1	2.701515270418336	1.6131096676658019e-07	5.196751564860019e-05
CD3D	1.6149021957845844	1.6681890418121428e-07	5.196751564860019e-05
GZMH	1.1003950556265019	1.6681890418121428e-07	5.196751564860019e-05
TMEM154	0.9168309792171049	1.6681890418121428e-07	5.196751564860019e-05
ENHO	-1.978823430006027	1.725084784821517e-07	5.196751564860019e-05
CMKLR1	1.3628165439272393	1.725084784821517e-07	5.196751564860019e-05
FPR3	1.7328701839726857	1.725084784821517e-07	5.196751564860019e-05
IGKV4-1	2.676463019107459	1.7838545363471646e-07	5.213381444211019e-05
TRAV12-2	0.6041389322559357	1.7838545363471646e-07	5.213381444211019e-05
TNFRSF1B	1.221245159747975	1.8445576881014728e-07	5.234533926190571e-05
IGKV1-16	1.8716945133141127	1.8445576881014728e-07	5.234533926190571e-05
CLEC10A	1.1740355612677513	2.0388888174361538e-07	5.703354562031047e-05
LUM	2.827068551558261	2.1079563326911308e-07	5.813506049355639e-05
IGLV2-8	1.9930222699008662	2.2529377736125973e-07	6.043119800699762e-05
MYO1G	0.6955406870500136	2.2529377736125973e-07	6.043119800699762e-05
DOK2	0.6554901965010379	2.3289958743109042e-07	6.122322529908559e-05
ENSG00000281179	0.7089603437095505	2.407531968760324e-07	6.122322529908559e-05
HLA-DOB	0.8271376350118436	2.407531968760324e-07	6.122322529908559e-05
IGHV1OR15-1	0.8019006458694793	2.407531968760324e-07	6.122322529908559e-05
CD300LB	0.4612110599379025	2.488623673272942e-07	6.247402582866344e-05
ZAP70	0.6375077969649366	2.57235093016111e-07	6.272516376532489e-05
HOXB4	0.5374125429557535	2.658796074011524e-07	6.272516376532489e-05
IGHV2-70	1.5992215664275968	2.658796074011524e-07	6.272516376532489e-05
IDO1	0.5596601468554405	2.658796074011524e-07	6.272516376532489e-05
STX11	0.49513299912414055	2.658796074011524e-07	6.272516376532489e-05
CD28	0.44851430361442274	2.7480438997395293e-07	6.405886619142825e-05
GZMA	1.5108523317428388	3.0334898028678135e-07	6.906833003483099e-05
CXCR6	0.9052591479259082	3.0334898028678135e-07	6.906833003483099e-05
TNFAIP3	1.1790251744460498	3.1348479971969834e-07	7.048011824804992e-05
SIRPG	0.5627012047570079	3.2394722651164356e-07	7.048011824804992e-05
LAT	0.9058524800724668	3.2394722651164356e-07	7.048011824804992e-05
IGHV3-15	2.2989141739925323	3.2394722651164356e-07	7.048011824804992e-05
PYHIN1	0.5166065255162694	3.3474636980817003e-07	7.124639855667149e-05
CD72	0.9181230722751734	3.3474636980817003e-07	7.124639855667149e-05
IGHV3-33	2.5874113095058355	3.458926377972329e-07	7.282713699685609e-05
IGLC2	3.39752251873522	3.5739674610782175e-07	7.366511247933956e-05
CD247	0.7560046166334923	3.5739674610782175e-07	7.366511247933956e-05
IGHG2	2.668610568309888	3.8152293536575745e-07	7.781875622288434e-05
CCR7	0.4480522647013506	4.072171447465213e-07	8.220328774517148e-05
ODF3B	1.2463198249861167	4.3457707633158444e-07	8.683116052702811e-05
MSR1	1.7449162356733217	4.4891379836040937e-07	8.790181085695176e-05
ENPP1	0.8993268338246556	4.4891379836040937e-07	8.790181085695176e-05
LTB	0.7896806327016656	4.637062372700377e-07	8.815370710664668e-05
IGLV8-61	1.8080630562366267	4.637062372700377e-07	8.815370710664668e-05
IGHV1-18	2.617726370616613	4.637062372700377e-07	8.815370710664668e-05
CXCR4	2.065982830199118	4.947142663502737e-07	9.225714332766391e-05
IQGAP2	1.2782438889489909	4.947142663502737e-07	9.225714332766391e-05
ARPC1B	1.2153759430236777	5.277172777967138e-07	9.657226183679863e-05
ITGAL	1.1616553468667732	5.277172777967138e-07	9.657226183679863e-05
CD52	1.9883752772188839	5.628382231312141e-07	0.0001020456967327065
SH2D1A	0.5875224024410112	5.812333062406814e-07	0.00010441403091283286
IGHV1-46	1.3677244314061139	6.00207271975765e-07	0.00010587980714015725
IL7R	1.140891610870737	6.00207271975765e-07	0.00010587980714015725
LILRB2	0.9555961936887125	6.197775850976314e-07	0.00010619576345002177
CD207	0.5640349272064996	6.197775850976314e-07	0.00010619576345002177
MPEG1	1.3081193439573768	6.39962212711433e-07	0.00010619576345002177
GZMK	1.2862922290042362	6.39962212711433e-07	0.00010619576345002177
IGKV1-5	2.571406005403792	6.39962212711433e-07	0.00010619576345002177
IGLV7-43	1.4215837494190486	6.39962212711433e-07	0.00010619576345002177
TGFBI	2.1055778499432183	6.39962212711433e-07	0.00010619576345002177
IGHG3	2.8468009959023384	6.607796379403748e-07	0.00010693162058273124
SH2D2A	0.5406660289484191	6.607796379403748e-07	0.00010693162058273124
CYTIP	1.2001880018677389	6.607796379403748e-07	0.00010693162058273124
CD300LF	0.9501218509223623	6.822488739483452e-07	0.00010950094426870941
IGLV1-44	2.2955355078798414	7.043894783194629e-07	0.0001103412029997872
GZMB	0.9979475760832226	7.043894783194629e-07	0.0001103412029997872
IGLV7-46	1.5523064517002285	7.043894783194629e-07	0.0001103412029997872
IKZF3	0.7525887884765343	7.272215678027728e-07	0.00011124785561832886
ACP5	0.9946864926715373	7.272215678027728e-07	0.00011124785561832886
TRBV7-3	0.650570024709567	7.272215678027728e-07	0.00011124785561832886
ITGBL1	1.384815332267288	7.507658334307562e-07	0.00011395926964657083
IGHG1	3.516597027946095	7.750435560202886e-07	0.000116739445157179
IGHV3-7	2.511896546622342	8.000766220650229e-07	0.00011868409345950919
ZMYND15	0.690202433203547	8.000766220650229e-07	0.00011868409345950919
JCHAIN	2.265170228259149	8.258875400282848e-07	0.00012159175880672063
ICAM3	0.9083216598725588	8.524994570457274e-07	0.00012365031013638806
MEDAG	1.3539197838326944	8.524994570457274e-07	0.00012365031013638806
IGLV4-69	1.691865369311488	8.799361760472904e-07	0.00012485529176218835
IGLV1-40	2.719596660967136	8.799361760472904e-07	0.00012485529176218835
CXCL13	0.657566369505321	8.799361760472904e-07	0.00012485529176218835
CCR5	1.2884869876121483	9.082221733080894e-07	0.00012523872095454718
CD8B	0.6809269825587034	9.082221733080894e-07	0.00012523872095454718
TIGIT	0.4419078020227507	9.082221733080894e-07	0.00012523872095454718
CD48	1.7381750842025343	9.082221733080894e-07	0.00012523872095454718
OAS2	1.2146659795666834	9.373826164381399e-07	0.0001283558672201064
THEMIS2	1.291071097052202	9.674433828209868e-07	0.00012975006081519
CASS4	0.787877227448003	9.674433828209868e-07	0.00012975006081519
PALM2AKAP2	1.1343154484936373	9.674433828209868e-07	0.00012975006081519
EPHA1	0.3737146192263526	9.984310785115392e-07	0.0001329950948866289
FERMT3	1.1906311663031595	1.0303730576035746e-06	0.0001363225327090243
PTPRCAP	1.1142810227361366	1.0972331421405615e-06	0.00014134817208062063
IGHV3-72	1.3045356773132237	1.0972331421405615e-06	0.00014134817208062063
GPR141	0.9059509093462861	1.0972331421405615e-06	0.00014134817208062063
SLC37A2	1.0904142690045777	1.0972331421405615e-06	0.00014134817208062063
IL10RA	1.3428372117010348	1.1322098770666887e-06	0.00014395975066781058
IGKV3-20	3.295012171054955	1.1322098770666887e-06	0.00014395975066781058
IGHA2	1.554921675575895	1.1682581965540323e-06	0.00014758492739822262
IGLV3-21	2.159386584109339	1.2054095026051162e-06	0.00014938685740829608
IGLV1-47	2.4074196896081563	1.2054095026051162e-06	0.00014938685740829608
IFI30	2.0805687717419934	1.2054095026051162e-06	0.00014938685740829608
TRAV19	0.5137569527303304	1.2436960719454e-06	0.00015220507990476798
DLL3	-0.9909907765713298	1.2436960719454e-06	0.00015220507990476798
IGHV3-21	2.35589592281911	1.2831510789911438e-06	0.00015414344342162936
TRBV9	0.6449186838314278	1.2831510789911438e-06	0.00015414344342162936
CD1E	0.5398892066532117	1.2831510789911438e-06	0.00015414344342162936
AOAH	1.2529188759115604	1.3238086193788244e-06	0.00015709997924882887
KLHL6	0.9092377208436195	1.3238086193788244e-06	0.00015709997924882887
ZBP1	0.4568919224887954	1.3657037340690034e-06	0.00015823576814677606
MGP	2.7926253100699077	1.3657037340690034e-06	0.00015823576814677606
NME8	0.4939920392716529	1.3657037340690034e-06	0.00015823576814677606
PLBD1	1.434527959826894	1.3657037340690034e-06	0.00015823576814677606
PTGS1	1.4548449636343737	1.4533517255643504e-06	0.00016449757305361587
IGHV3-11	1.991010771471394	1.4533517255643504e-06	0.00016449757305361587
IGHV3-74	1.8165956757541528	1.4533517255643504e-06	0.00016449757305361587
HLA-DQB1	2.0318701615225354	1.4533517255643504e-06	0.00016449757305361587
MZB1	1.0352857526622714	1.4991796361424413e-06	0.00016774535117317226
CEACAM4	0.6148326303833942	1.4991796361424413e-06	0.00016774535117317226
IGHV4-59	2.5756812760580843	1.5463952410048125e-06	0.0001710732497972612
GPR18	0.4399018551613074	1.5463952410048125e-06	0.0001710732497972612
IGKV2-28	2.9083627542007813	1.5950386902991277e-06	0.00017448297538964926
LY9	0.4771051035310582	1.5950386902991277e-06	0.00017448297538964926
IGHV3-23	2.7538843354398397	1.645151236914711e-06	0.00017797627828744172
SLC20A1	1.67428632701683	1.645151236914711e-06	0.00017797627828744172
TRBC2	1.5234366994596986	1.696775264979287e-06	0.00018255250804153527
TGFBR2	1.1575624220850598	1.7499543190399242e-06	0.00018622747565826496
LGALS2	0.8745520841303276	1.7499543190399242e-06	0.00018622747565826496
CSF2RB	0.6769982926104067	1.8047331339428917e-06	0.0001910188080850582
MAFB	1.2967744717361427	1.8611576654278572e-06	0.00019384749067416423
IGFBP5	2.012271974391725	1.8611576654278572e-06	0.00019384749067416423
ASPN	1.4789026453168383	1.8611576654278572e-06	0.00019384749067416423
MS4A7	1.598576581101876	1.9192751214518707e-06	0.00019676086991177527
IGKV1-33	2.8393049804585813	1.9192751214518707e-06	0.00019676086991177527
POU2AF1	0.6425031320926622	1.9192751214518707e-06	0.00019676086991177527
ATP2A3	0.6727268092469131	1.979133994258905e-06	0.00019975991103909083
LSP1	1.4590380932409261	1.979133994258905e-06	0.00019975991103909083
MMP11	1.0882010637679254	1.979133994258905e-06	0.00019975991103909083
PHACTR3-AS1	-0.26468247891629265	2.0407840932112913e-06	0.00020492611963677076
COL6A3	2.303110946807047	2.1042765783991955e-06	0.00020601919840817324
IGKV3-15	3.0912648539920133	2.1042765783991955e-06	0.00020601919840817324
IGLC3	2.612779561279118	2.1042765783991955e-06	0.00020601919840817324
PILRA	1.285833640921855	2.1042765783991955e-06	0.00020601919840817324
HOXB7	0.5837235642738464	2.1042765783991955e-06	0.00020601919840817324
ADGRA1-AS1	-0.4023510887187687	2.1696639950451537e-06	0.00020723995457063005
PDCD1LG2	0.6616648812311294	2.1696639950451537e-06	0.00020723995457063005
ADAMTS14	1.3409302825858966	2.1696639950451537e-06	0.00020723995457063005
CHODL	1.1188158378294553	2.1696639950451537e-06	0.00020723995457063005
CCL19	1.2935543369028908	2.1696639950451537e-06	0.00020723995457063005
CD7	0.6349306455222667	2.2370003087205326e-06	0.0002116072610872307
IGHV3-66	1.0296816804092421	2.2370003087205326e-06	0.0002116072610872307
JAML	1.4840693697986536	2.3063409413914017e-06	0.00021504981892088115
DENND1C	0.675350321762971	2.3063409413914017e-06	0.00021504981892088115
APOBEC3H	0.432196585761045	2.3063409413914017e-06	0.00021504981892088115
TRBV19	0.5383374992692123	2.377742808311481e-06	0.00021961595249786375
MAP3K8	1.1618503154312605	2.377742808311481e-06	0.00021961595249786375
IGLV3-25	2.3637531467334414	2.4512643557802195e-06	0.0002249114245880743
VNN2	1.0481993713406081	2.5269655997842982e-06	0.0002249114245880743
EDEM1	0.7698160343378144	2.5269655997842982e-06	0.0002249114245880743
SLC15A3	1.1115173016985822	2.5269655997842982e-06	0.0002249114245880743
FXYD5	1.3390892363556768	2.5269655997842982e-06	0.0002249114245880743
PTPN7	0.8371040361577248	2.5269655997842982e-06	0.0002249114245880743
LTBR	1.197329419258533	2.5269655997842982e-06	0.0002249114245880743
GLIPR1	1.244413006432374	2.5269655997842982e-06	0.0002249114245880743
LRRC25	0.9356651278516004	2.68515532796554e-06	0.00023577590348382616
SKAP1	0.5959263886531636	2.68515532796554e-06	0.00023577590348382616
TYMP	1.4407419579907295	2.68515532796554e-06	0.00023577590348382616
SLC10A6	0.49360202811225584	2.7677720530718717e-06	0.00023980417951858547
GVINP1	0.8632538813442328	2.7677720530718717e-06	0.00023980417951858547
TRBV2	0.5324519619598342	2.7677720530718717e-06	0.00023980417951858547
TMC8	0.8112278203447063	2.8528250403436347e-06	0.0002407808927369341
EOMES	0.37796458216974665	2.8528250403436347e-06	0.0002407808927369341
FNDC1	1.4292243310766457	2.8528250403436347e-06	0.0002407808927369341
GBP5	0.5590820670545257	2.8528250403436347e-06	0.0002407808927369341
ENSG00000272941	0.5395324097554742	2.8528250403436347e-06	0.0002407808927369341
TLR8	0.8450088552775875	2.8528250403436347e-06	0.0002407808927369341
RAC2	1.2111024339273042	2.9403827660782805e-06	0.000247105729367291
CD4	1.176602252579109	3.0305155277351074e-06	0.0002514429006295811
NRP2	1.4805484353032554	3.0305155277351074e-06	0.0002514429006295811
THBD	1.0641390649591251	3.0305155277351074e-06	0.0002514429006295811
IGHA1	2.7687466120678934	3.21879672772146e-06	0.0002615238951266137
CD68	1.5374595860442888	3.21879672772146e-06	0.0002615238951266137
ERBB4	-1.0844867064722463	3.21879672772146e-06	0.0002615238951266137
TRBV12-3	0.5228931743276776	3.21879672772146e-06	0.0002615238951266137
C1QA	1.4917926797173662	3.21879672772146e-06	0.0002615238951266137
PCED1B	0.7274086048541362	3.317095280340669e-06	0.00026839687059649025
SLA2	0.3423068406209889	3.4182691935024107e-06	0.00026989164950794636
SERPINA1	1.7701749167353498	3.4182691935024107e-06	0.00026989164950794636
DERL3	0.8325199810529075	3.4182691935024107e-06	0.00026989164950794636
IL4I1	0.6179855820278244	3.4182691935024107e-06	0.00026989164950794636
TNFSF13B	1.3861471052321956	3.4182691935024107e-06	0.00026989164950794636
FCGR2A	1.45756010741575	3.4182691935024107e-06	0.00026989164950794636
KCNE4	1.365634360189013	3.5223985722044384e-06	0.0002769963310937153
TRIM38	0.6785492702066989	3.6295656309068534e-06	0.0002776192367921371
IGKV1D-39	3.266625546933164	3.6295656309068534e-06	0.0002776192367921371
ISLR	1.8907856653446795	3.6295656309068534e-06	0.0002776192367921371
C1QC	1.3279516433142549	3.6295656309068534e-06	0.0002776192367921371
PLB1	1.1667054142940636	3.6295656309068534e-06	0.0002776192367921371
IGHV1-69D	2.2460893536953055	3.6295656309068534e-06	0.0002776192367921371
PCOLCE	1.6305038240794887	3.6295656309068534e-06	0.0002776192367921371
PTGER4	1.07419965871643	3.739854745491819e-06	0.0002838375805095942
C5AR1	1.2301579094755795	3.739854745491819e-06	0.0002838375805095942
B4GALT1	0.7859617116754385	3.85335250640183e-06	0.0002890900207963763
RHOH	0.9863431986915221	3.85335250640183e-06	0.0002890900207963763
CD74	1.5001942615763486	3.85335250640183e-06	0.0002890900207963763
TRAV17	0.36338529712502116	3.970147772980622e-06	0.00029671550970508995
GRN	1.040324164682799	4.090331729040947e-06	0.0003011006976930481
OLFML3	1.6222420359930396	4.090331729040947e-06	0.0003011006976930481
COL3A1	2.6671530086330426	4.090331729040947e-06	0.0003011006976930481
FLVCR2	1.108614011918756	4.090331729040947e-06	0.0003011006976930481
SYNGR2	1.029669844748363	4.3412424093979395e-06	0.00031600694281940916
IGKV1-9	1.9643892042833695	4.3412424093979395e-06	0.00031600694281940916
IGLV3-19	2.4688962571264064	4.3412424093979395e-06	0.00031600694281940916
TRAV29DV5	0.38206387033682876	4.472163641453875e-06	0.0003231344511561193
SCIMP	1.1624423330925948	4.472163641453875e-06	0.0003231344511561193
TMEM140	0.9272350260768416	4.6068626986380605e-06	0.00032922254927748856
CD226	0.651620927156876	4.6068626986380605e-06	0.00032922254927748856
WAS	1.0728928277372467	4.6068626986380605e-06	0.00032922254927748856
WDFY4	0.8312500458972234	4.745443265333995e-06	0.0003354531573231226
FRRS1	0.5649794261874928	4.745443265333995e-06	0.0003354531573231226
PAPPA	0.7435287297166682	4.745443265333995e-06	0.0003354531573231226
HLA-DPB1	1.638544242489588	4.88801171098959e-06	0.0003370146384256591
HLA-DMB	1.5616957936548106	4.88801171098959e-06	0.0003370146384256591
LILRB1	0.9193307828161248	4.88801171098959e-06	0.0003370146384256591
COL1A2	2.259980832686334	4.88801171098959e-06	0.0003370146384256591
TLR2	1.3729807292668204	4.88801171098959e-06	0.0003370146384256591
C1QB	1.43327649093185	4.88801171098959e-06	0.0003370146384256591
MR1	0.9496498355646894	4.88801171098959e-06	0.0003370146384256591
IGLV9-49	1.1920749081527524	5.034677154993563e-06	0.00034469934745429706
FYB1	1.2150208213167386	5.034677154993563e-06	0.00034469934745429706
LAIR1	1.2441604814490859	5.185551532990416e-06	0.00035134354521621224
ENSG00000260464	-0.4667314002133171	5.185551532990416e-06	0.00035134354521621224
TNC	1.3573032386266375	5.185551532990416e-06	0.00035134354521621224
LINC02449	-0.6763733698394048	5.34074966466123e-06	0.0003569188368045445
ACKR1	1.6165952363078833	5.34074966466123e-06	0.0003569188368045445
CSTA	1.55882141374349	5.34074966466123e-06	0.0003569188368045445
IGHV4-39	2.554210904282106	5.34074966466123e-06	0.0003569188368045445
GPSM3	1.1100798690645157	5.500389323000297e-06	0.0003614198769586202
CD300C	0.7226001754332186	5.500389323000297e-06	0.0003614198769586202
TCF7	0.8450337010362072	5.500389323000297e-06	0.0003614198769586202
C15orf48	0.6578554403885695	5.500389323000297e-06	0.0003614198769586202
ITGB2	1.1252400519395742	5.500389323000297e-06	0.0003614198769586202
IGHD	0.9786005686856539	5.664591305116144e-06	0.00036972787448493074
ENSG00000257703	-0.384450392612958	5.664591305116144e-06	0.00036972787448493074
RRAS	0.9259040213737082	5.833479504587318e-06	0.00037698139333110323
COL1A1	2.2759730954520694	5.833479504587318e-06	0.00037698139333110323
NES	1.4275139458173518	5.833479504587318e-06	0.00037698139333110323
TRBV3-1	0.5116672713547661	6.007180985402866e-06	0.00038566101926286396
ADAM8	0.6372168053735725	6.007180985402866e-06	0.00038566101926286396
IGHV3-53	0.8933735653556292	6.1858260575189e-06	0.00039072470978154057
IGKV3-11	2.888769402508218	6.1858260575189e-06	0.00039072470978154057
BATF	0.6154973297524411	6.1858260575189e-06	0.00039072470978154057
MAN2B1	1.186554495881487	6.1858260575189e-06	0.00039072470978154057
IGHV6-1	1.1959207602079556	6.1858260575189e-06	0.00039072470978154057
TRBV7-2	0.8621299279613033	6.369548354061921e-06	0.0003997504048746362
IL12RB1	0.6082368872242461	6.369548354061921e-06	0.0003997504048746362
ENSG00000289273	1.4628394357270027	6.558484910211487e-06	0.0004025758402095647
PARVG	1.1259720365409933	6.558484910211487e-06	0.0004025758402095647
RND3	1.6454371455149222	6.558484910211487e-06	0.0004025758402095647
ADGRE1	0.8021563874577232	6.558484910211487e-06	0.0004025758402095647
ARL11	0.4570963462177541	6.558484910211487e-06	0.0004025758402095647
TRAF3IP3	1.0839248683518823	6.558484910211487e-06	0.0004025758402095647
SPI1	0.9900571246098813	6.558484910211487e-06	0.0004025758402095647
VNN1	0.5045716975222974	6.752776243793909e-06	0.00041320659884290165
IGHV2-5	2.269966843521936	6.952566437620472e-06	0.0004227894515995232
NIBAN1	1.1273898082900575	6.952566437620472e-06	0.0004227894515995232
TRBV6-1	0.5646677297319224	7.158003223603092e-06	0.00043259525037460535
IGHV3-49	1.5315878130538847	7.158003223603092e-06	0.00043259525037460535
TNFSF8	0.8824328844060494	7.3692380686818015e-06	0.0004439909249934103
GATA6	0.22650482001474748	7.58642626259814e-06	0.0004542807726236519
CD8A	0.9868418111736219	7.58642626259814e-06	0.0004542807726236519
CXCL10	1.1554814764005767	7.809727007549941e-06	0.0004620007991988985
HLA-DQA1	2.3051554934910445	7.809727007549941e-06	0.0004620007991988985
ENG	0.9847346819301119	7.809727007549941e-06	0.0004620007991988985
SNORC	-1.3010474790633753	7.809727007549941e-06	0.0004620007991988985
MX2	0.9998357057005016	8.03930350976248e-06	0.0004741494036887324
HOXB3	0.642218471151929	8.275323073012942e-06	0.00048082819315331283
LYZ	2.3038330701966188	8.275323073012942e-06	0.00048082819315331283
IGLV2-11	2.1759923404780936	8.275323073012942e-06	0.00048082819315331283
PTPRC	1.1897009561666607	8.275323073012942e-06	0.00048082819315331283
ASGR2	0.42599222799434816	8.275323073012942e-06	0.00048082819315331283
IGKV1-12	2.2777178728076977	8.517957194143795e-06	0.0004891205859780928
ST6GAL2	-1.1266521347136051	8.517957194143795e-06	0.0004891205859780928
FAP	1.1908283462219473	8.517957194143795e-06	0.0004891205859780928
SPN	0.7918361060330001	8.517957194143795e-06	0.0004891205859780928
CYBA	1.0450797024356335	8.767381660603906e-06	0.0004961679199314598
LILRB3	0.8357610271994192	8.767381660603906e-06	0.0004961679199314598
ADA2	1.0009933693520696	8.767381660603906e-06	0.0004961679199314598
RASSF5	0.821265468180624	8.767381660603906e-06	0.0004961679199314598
ZBTB8B	-0.36490389345493085	8.767381660603906e-06	0.0004961679199314598
TRDC	1.1141219850026023	9.023776650053104e-06	0.0005092062552872906
SIGLEC7	0.7783605432380262	9.287326832070916e-06	0.0005122680188698045
CTSS	1.6320941122829433	9.287326832070916e-06	0.0005122680188698045
IGKV2-30	2.067488555960447	9.287326832070916e-06	0.0005122680188698045
NAT8L	-1.0424742561555296	9.287326832070916e-06	0.0005122680188698045
C3	1.3477924751590837	9.287326832070916e-06	0.0005122680188698045
TNFAIP8	1.0815813010288853	9.287326832070916e-06	0.0005122680188698045
OASL	0.9900527315650509	9.287326832070916e-06	0.0005122680188698045
DCBLD2	1.4510145296797288	9.287326832070916e-06	0.0005122680188698045
ADAMDEC1	0.5229512437746391	9.55822147200681e-06	0.0005257290298970937
FGL2	1.3200555569580548	9.836654537011688e-06	0.0005320760566000715
IGFLR1	0.8379483172842748	9.836654537011688e-06	0.0005320760566000715
CRIP1	1.1179132059721129	9.836654537011688e-06	0.0005320760566000715
IGHV4-28	1.0917194792314373	9.836654537011688e-06	0.0005320760566000715
LCP2	1.1852370348871162	9.836654537011688e-06	0.0005320760566000715
ZNF710-AS1	-1.1619036562954337	9.836654537011688e-06	0.0005320760566000715
SAPCD2	-0.9385530433650686	1.0122824804292234e-05	0.0005460469214678959
IGKV1-27	1.8192952889370726	1.041693597162658e-05	0.000558832940439507
LINC01748	-0.4049788612971392	1.041693597162658e-05	0.000558832940439507
APOBEC3F	0.6388683399545843	1.0719196770185117e-05	0.0005688146123495793
TRBV29-1	0.6657804819339297	1.0719196770185117e-05	0.0005688146123495793
TNFRSF6B	1.0602668069056052	1.0719196770185117e-05	0.0005688146123495793
HTRA3	1.3990957686583096	1.0719196770185117e-05	0.0005688146123495793
ITGAX	1.0002010999700044	1.1029821079696164e-05	0.0005790212508352027
LILRA5	0.4711885313600164	1.1029821079696164e-05	0.0005790212508352027
ZC3H12D	0.5514040454591009	1.1029821079696164e-05	0.0005790212508352027
CPVL	1.654679935059785	1.1029821079696164e-05	0.0005790212508352027
CASP4	1.4331595802970591	1.1349028046001201e-05	0.0005926008484499987
SBK1	-0.7834781056980564	1.1349028046001201e-05	0.0005926008484499987
FMOD	1.6499334270851802	1.167704220104099e-05	0.0006064938019591078
LAMC3	1.5818519168609617	1.167704220104099e-05	0.0006064938019591078
ALPK1	0.7638383050849087	1.201409358531805e-05	0.0006207070356045191
KCNIP3	-1.138381347496827	1.201409358531805e-05	0.0006207070356045191
