Kids_First_Biospecimen_ID,PC1,PC2,ecotype
BS_D29RPBSZ,0.0208587270685515,2.21313710151535,Intermediate
BS_D4VNDNQA,3.46046107615788,-0.881173155147174,Immune-desert
BS_D6J2BGDJ,5.82372414555959,-0.5292276858295,Immune-desert
BS_DFGS950G,6.54778829933091,0.855885711600084,Immune-desert
BS_DNZVP92S,1.50753577992441,-2.03037263609933,Intermediate
BS_DR079H0D,2.24341985325109,-6.13774404282756,Immune-desert
BS_DS438CXE,8.97760509389982,-0.775508334567269,Immune-desert
BS_DSPVSM7D,2.16116190070011,0.270804068863457,Intermediate
BS_DZNXFPH1,-5.29264584265502,2.27251723956571,Inflamed
BS_E7NVYA6G,-4.97677063747541,1.09021913207242,Inflamed
BS_E9CYN4NP,3.98733896671457,-0.963757216536804,Immune-desert
BS_EB0XRBT9,-4.92060690694003,-0.0925969075385906,Inflamed
BS_EDJ5TV0P,5.57559044670978,-1.55396194353141,Immune-desert
BS_EMQM7HTA,1.4463475523919,-1.55627361685167,Intermediate
BS_ENEYB4TG,-4.52978114249375,-1.69925893474095,Inflamed
BS_EXPJQZTH,-3.27056777590763,3.08679353169321,Inflamed
BS_EZ3147MX,0.40665457693357,-0.398382226247444,Intermediate
BS_F0JB4EAK,3.91935278763865,-0.174500359180603,Immune-desert
BS_F21R36MM,0.330807759919943,0.398844441519919,Intermediate
BS_F65GWS21,2.69168207518404,-0.513567149611672,Intermediate
BS_F6V1Y4QS,1.50149738668375,1.18434003970225,Intermediate
BS_F9Y4Z92G,5.85816161346526,0.0223419126584918,Immune-desert
BS_FCDAH728,2.16643212879679,-0.127537428848738,Intermediate
BS_FEV5A0HN,8.12467026760625,-1.63062478750846,Immune-desert
BS_FGJH1X0S,3.27152240281369,0.891776944934384,Immune-desert
BS_FKASA3MN,9.893001716609,-1.45120529449375,Immune-desert
BS_FN07P04C,6.36564844700183,-1.30443590254439,Immune-desert
BS_FX2P2WEG,-2.71927820234707,1.36021483628167,Inflamed
BS_FXJY0MNH,-2.73261541846612,0.121609107064064,Inflamed
BS_FYP2B298,3.00077744905206,0.908957126742209,Immune-desert
BS_G19QZG4S,0.248960128413648,1.17595560047072,Intermediate
