ecotype	source	term_id	term_name	p_value	term_size	query_size	intersection_size	precision	recall
Lymphocyte-inflamed	GO:BP	GO:0002695	negative regulation of leukocyte activation	2.900942274290152e-10	191	138	16	0.11594202898550725	0.08376963350785341
Lymphocyte-inflamed	GO:MF	GO:0023023	MHC protein complex binding	3.1943660906172973e-10	33	131	9	0.06870229007633588	0.2727272727272727
Lymphocyte-inflamed	KEGG	KEGG:05310	Asthma	4.2054727610354964e-10	28	131	10	0.07633587786259542	0.35714285714285715
Lymphocyte-inflamed	GO:BP	GO:0050793	regulation of developmental process	4.449820849663167e-10	2431	187	59	0.3155080213903743	0.024269847799259565
Lymphocyte-inflamed	GO:CC	GO:0016020	membrane	4.653922805813331e-10	9975	196	137	0.6989795918367347	0.013734335839598998
Lymphocyte-inflamed	KEGG	KEGG:05332	Graft-versus-host disease	4.77944853961018e-10	38	131	11	0.08396946564885496	0.2894736842105263
Lymphocyte-inflamed	KEGG	KEGG:04672	Intestinal immune network for IgA production	4.873193082734797e-10	45	186	13	0.06989247311827956	0.28888888888888886
Lymphocyte-inflamed	GO:BP	GO:0006909	phagocytosis	4.937404788997175e-10	238	181	19	0.10497237569060773	0.07983193277310924
Lymphocyte-inflamed	GO:BP	GO:0002286	T cell activation involved in immune response	6.173537694952217e-10	124	186	15	0.08064516129032258	0.12096774193548387
Lymphocyte-inflamed	GO:BP	GO:0051050	positive regulation of transport	6.312894992580542e-10	818	98	24	0.24489795918367346	0.029339853300733496
Lymphocyte-inflamed	GO:BP	GO:0050727	regulation of inflammatory response	6.775227944862802e-10	395	195	24	0.12307692307692308	0.060759493670886074
Lymphocyte-inflamed	GO:BP	GO:0006958	complement activation, classical pathway	7.887490774969624e-10	38	172	10	0.05813953488372093	0.2631578947368421
Lymphocyte-inflamed	WP	WP:WP558	Complement and coagulation cascades	8.851991633351714e-10	58	176	14	0.07954545454545454	0.2413793103448276
Lymphocyte-inflamed	GO:BP	GO:0009967	positive regulation of signal transduction	1.0205012662165046e-09	1569	189	46	0.24338624338624337	0.029318036966220522
Lymphocyte-inflamed	GO:BP	GO:0061900	glial cell activation	1.0545575810454203e-09	50	186	11	0.05913978494623656	0.22
