cluster	count	mean	50%	std
C1_hot	29.0	3.3312778428499126	3.367006197050762	0.698056846724053
C2_intermediate	21.0	2.52616316347522	2.289549431884514	0.5974278738523361
C3_cold	18.0	1.9885342937762844	1.8799552135431234	0.4146714626221251
