Signature,Kids_First_Biospecimen_ID,score
Microglia_Core_Homeostatic,BS_K17VQECG,0.832237891720009
Microglia_Core_Homeostatic,BS_K2PCC777,0.865789421405257
Microglia_Core_Homeostatic,BS_K74N1BXQ,0.848917569756391
Microglia_Core_Homeostatic,BS_K81PZXP2,0.759702074701803
Microglia_Core_Homeostatic,BS_K88T8SW7,0.693167246339273
Microglia_Core_Homeostatic,BS_KABQQA0T,0.815417496391093
Microglia_Core_Homeostatic,BS_KBEX4RT2,0.7020925827259
Microglia_Core_Homeostatic,BS_KFD5128N,0.770635139860353
Microglia_Core_Homeostatic,BS_KKDTW11T,0.555393435026644
Microglia_Core_Homeostatic,BS_KP735TJ6,0.6030674135614
Microglia_Core_Homeostatic,BS_KQ6ZW085,0.83383613594667
Microglia_Core_Homeostatic,BS_KRS4EV4X,0.731491335230258
Microglia_Core_Homeostatic,BS_KS8HMGA6,0.88604697547132
Microglia_Core_Homeostatic,BS_KVPWHDR4,0.763617472271971
Microglia_Core_Homeostatic,BS_M0FA190Y,0.80932679984487
Microglia_Core_Homeostatic,BS_M0XGZ53Z,0.712162892767058
Microglia_Core_Homeostatic,BS_M1PVEHCM,0.677767648559072
Microglia_Core_Homeostatic,BS_M54TWTH4,0.830058702834317
Microglia_Core_Homeostatic,BS_M7XB258E,0.859841105342826
Microglia_Core_Homeostatic,BS_M85CXHDV,0.845305427186245
Microglia_Core_Homeostatic,BS_MB7WN0ZB,0.733128285767089
Microglia_Core_Homeostatic,BS_MD0937XT,0.662940364928159
Microglia_Core_Homeostatic,BS_MDBT7S5Z,0.651426243164146
Microglia_Core_Homeostatic,BS_ME6VQGG4,0.736080041629132
Microglia_Core_Homeostatic,BS_MFGZH8FK,0.672316822519787
Microglia_Core_Homeostatic,BS_MG78HQDM,0.645925045558622
Microglia_Core_Homeostatic,BS_MWWZBQ60,0.790853677580663
Microglia_Core_Homeostatic,BS_N6TQBQ8M,0.666000216612819
Microglia_Core_Homeostatic,BS_N7SW36FD,0.875115859356816
Microglia_Core_Homeostatic,BS_N7VQ1GQB,0.847588575855714
Microglia_Core_Homeostatic,BS_NB9XXBW6,0.846263221933519
Microglia_Core_Homeostatic,BS_NEFAASTR,0.739205676965607
Microglia_Core_Homeostatic,BS_NEVYM2FP,0.863492143465293
Microglia_Core_Homeostatic,BS_NFKKDYSV,0.780835507793314
Microglia_Core_Homeostatic,BS_NGSG2KB6,0.875985613785007
Microglia_Core_Homeostatic,BS_NNYXMSTX,0.874145144407437
Microglia_Core_Homeostatic,BS_NPA6CZQF,0.85392967422231
Microglia_Core_Homeostatic,BS_NQ54ST98,0.808361051607419
Microglia_Core_Homeostatic,BS_NR3P3GN2,0.735017281447294
Microglia_Core_Homeostatic,BS_NX1R0BC3,0.766361301181397
Microglia_Core_Homeostatic,BS_P0QF87WC,0.637321003456448
Microglia_Core_Homeostatic,BS_P4PMWFMV,0.750309123342474
Microglia_Core_Homeostatic,BS_P7W3AYKV,0.702812614793461
Microglia_Core_Homeostatic,BS_PENM28KT,0.813682271748694
Microglia_Core_Homeostatic,BS_PJC6FH4Y,0.897031931877474
Microglia_Core_Homeostatic,BS_PS0P3QJ3,0.691921532583554
Microglia_Core_Homeostatic,BS_PXCPK5XS,0.740444328724361
Microglia_Core_Homeostatic,BS_PZVHMSYN,0.599951520443769
Microglia_Core_Homeostatic,BS_Q06J3RYW,0.849499451447702
Microglia_Core_Homeostatic,BS_Q35GFYDR,0.557593605059526
Microglia_Core_Homeostatic,BS_Q9N5PRD5,0.667102358043388
