Kids_First_Biospecimen_ID	ecotype	set	dist_Lymph	dist_Mye	dist_Desert
BS_4Z2F4P9N	Myeloid-dominant	BRAF_ALT_LGG	5.037995730497676	4.648202718545825	9.026127727502343
BS_503DZ8BN	Lymphocyte-inflamed	BRAF_ALT_LGG	8.866337254245636	10.706269695498511	14.155623848703854
BS_52426AMF	Lymphocyte-inflamed	BRAF_ALT_LGG	4.108412501174331	5.766650443416414	10.451390613296368
BS_52DAPP1Y	Myeloid-dominant	BRAF_ALT_LGG	8.06030853282508	5.002046932334769	6.216328621208253
BS_534XRSNB	Myeloid-dominant	BRAF_ALT_LGG	4.934072320870454	4.697340452483692	8.96809166069455
BS_53GQKVEX	Myeloid-dominant	BRAF_ALT_LGG	7.1669836063091195	5.1956699029595095	7.990972400732182
BS_54H90JW2	Lymphocyte-inflamed	BRAF_ALT_LGG	3.9820586221792404	6.820524212603751	11.803098135261664
BS_55P8HPYD	Myeloid-dominant	BRAF_ALT_LGG	7.783565333430852	4.821967075004954	6.424291310640746
BS_55X1W2MR	Lymphocyte-inflamed	BRAF_ALT_LGG	5.899851457369173	9.341204543292612	14.175265161139126
BS_57NMZPS0	Myeloid-dominant	BRAF_ALT_LGG	8.519373618720316	5.666129454398794	7.126123838459362
BS_593HEWBF	Myeloid-dominant	BRAF_ALT_LGG	5.922174088630188	5.256185805550214	9.03669810711772
BS_5J5D3QTD	Lymphocyte-inflamed	BRAF_ALT_LGG	4.038478779981864	4.706897784133686	9.46868346975813
BS_5K3R0F5D	Myeloid-dominant	BRAF_ALT_LGG	9.606412983761583	6.780921815715882	6.933169594301387
BS_5NWDARXG	Lymphocyte-inflamed	BRAF_ALT_LGG	5.439750296656893	7.241568301097606	11.469311286757108
BS_5PEFNDCY	Myeloid-dominant	BRAF_ALT_LGG	8.770089420586347	5.971928410851882	7.10941351402726
BS_5PV5N4HQ	Myeloid-dominant	BRAF_ALT_LGG	6.758456686818732	5.020393452042614	7.876324034810402
BS_5YJEPPTP	Myeloid-dominant	BRAF_ALT_LGG	5.4819379269590085	4.852561219322312	8.723634558035302
BS_5YYCP891	Lymphocyte-inflamed	BRAF_ALT_LGG	4.772230749120583	7.132618459705687	11.72103219230413
BS_66ABA973	Myeloid-dominant	BRAF_ALT_LGG	8.618266966001874	5.440975626684873	6.301907587210481
BS_66HQ3E4Z	Myeloid-dominant	BRAF_ALT_LGG	7.32704845659941	4.839250532238109	7.32813160570674
BS_680K119G	Myeloid-dominant	BRAF_ALT_LGG	6.616253012191495	4.213334358954015	6.965151863128779
BS_68BW2163	Immune-desert	BRAF_ALT_LGG	10.95130017979097	7.31535372646677	6.0200499749567085
BS_699TN5RN	Lymphocyte-inflamed	BRAF_ALT_LGG	4.5684139822746515	7.4761337475465	12.324111432237842
BS_6HXD39AM	Lymphocyte-inflamed	BRAF_ALT_LGG	6.6777161710572175	10.023780454363434	14.49513411987508
BS_6N3AFF66	Myeloid-dominant	BRAF_ALT_LGG	7.764914478239041	5.991012438194351	8.207954959303942
BS_6TSAVMT9	Lymphocyte-inflamed	BRAF_ALT_LGG	4.138573726832703	5.509679083919604	10.194776710755793
BS_6VF6VPCG	Lymphocyte-inflamed	BRAF_ALT_LGG	5.147320466047544	5.248237776098159	9.588328049711727
BS_769BDPDB	Lymphocyte-inflamed	BRAF_ALT_LGG	5.68729245942188	8.832622219927273	13.47897461858099
BS_76DRXZRJ	Lymphocyte-inflamed	BRAF_ALT_LGG	3.763668696053549	6.159947540839803	10.892958983322057
BS_775HDFNY	Myeloid-dominant	BRAF_ALT_LGG	5.3529392209452284	5.010454744071581	8.98415111300496
BS_7H4RFCW9	Lymphocyte-inflamed	BRAF_ALT_LGG	4.552526766730968	8.53509882477779	13.547364461077558
BS_7M3FNSYK	Myeloid-dominant	BRAF_ALT_LGG	5.601050922140286	4.333014688210222	8.198549785501802
BS_7MGXMG6S	Lymphocyte-inflamed	BRAF_ALT_LGG	7.770669541367442	8.975785584000203	12.37685650386993
BS_7N0B2CY1	Immune-desert	BRAF_ALT_LGG	11.374037036851094	7.6710752222934655	6.272265963228222
BS_7P83Z28P	Myeloid-dominant	BRAF_ALT_LGG	5.31380601195431	4.759716069816746	8.734122660090987
BS_7Z93ZYMS	Myeloid-dominant	BRAF_ALT_LGG	5.326699138423222	4.942453266485073	8.902861732952434
BS_880ESDFZ	Myeloid-dominant	BRAF_ALT_LGG	5.912930859160356	3.8972438698932512	7.1424394896710375
BS_8BF616QR	Lymphocyte-inflamed	BRAF_ALT_LGG	4.082412249636262	4.790129550931909	9.659413967103037
BS_8J3B6ZB6	Myeloid-dominant	BRAF_ALT_LGG	5.271258784395285	5.0879579201481695	9.22344705587302
BS_8QJ43WKW	Lymphocyte-inflamed	BRAF_ALT_LGG	5.240613799533516	7.297496945262502	11.952837166469772
BS_8RCR7Y4B	Myeloid-dominant	BRAF_ALT_LGG	6.6467422539269645	4.510073459012786	7.377056691487374
BS_8VAZSJEN	Lymphocyte-inflamed	BRAF_ALT_LGG	4.318104366546163	5.782468134858692	10.385973387514985
BS_92HCM7BN	Lymphocyte-inflamed	BRAF_ALT_LGG	3.7281472697847575	6.166749712404116	11.122596890491298
BS_94MT16N2	Immune-desert	BRAF_ALT_LGG	11.840210167819468	9.177726210089784	8.40441428059919
BS_9BJARSX3	Lymphocyte-inflamed	BRAF_ALT_LGG	3.707111949488486	5.2766026798597006	10.049236852895667
BS_9F09XV62	Immune-desert	BRAF_ALT_LGG	12.648691026100407	9.626701489991088	8.982950608978047
BS_9HSGV9TJ	Lymphocyte-inflamed	BRAF_ALT_LGG	4.537615910194266	6.260864048147383	10.958200352500635
BS_9JBX2E8G	Myeloid-dominant	BRAF_ALT_LGG	6.565951130465553	4.7385669714537935	7.3087161828712075
BS_9P9MB8X8	Myeloid-dominant	BRAF_ALT_LGG	6.421643735611817	5.493186083995706	8.848675246648815
BS_9Q6Z6VJC	Myeloid-dominant	BRAF_ALT_LGG	6.821392817186571	4.880852820578532	7.3382969700545315
BS_9S7AG4EN	Myeloid-dominant	BRAF_ALT_LGG	6.966163003794096	4.313249527841645	6.450334779230471
BS_9SJWWYQ4	Myeloid-dominant	BRAF_ALT_LGG	7.902405545771127	5.244487276204662	6.949832766036277
