sample,microglia,mdm,mg_mdm_ratio,ecotype,cohort_group
BS_SERDGASJ,0.819864483687466,0.685169449728264,0.134695033959202,Inflamed,DMG_K27
BS_SJVTZ5TH,0.609892331034352,0.658066861433415,-0.0481745303990629,Intermediate,DMG_K27
BS_SMWQR2F1,0.699804886936687,0.68460182115826,0.015203065778427,Intermediate,DMG_K27
BS_SNVM7CZT,0.816660908229491,0.676373037358139,0.140287870871352,Inflamed,pHGG_WT
BS_SR2RGDXJ,0.808293133397918,0.723999740233056,0.084293393164862,Intermediate,DMG_K27
BS_SW9Z10F9,0.855320332233902,0.729305860059003,0.126014472174899,Inflamed,DMG_K27
BS_SY3J3XR9,0.775248654105474,0.553187059877758,0.222061594227716,Immune-desert,pHGG_WT
BS_T1YHK6B7,0.686382725280176,0.696786851351332,-0.010404126071156,Intermediate,DMG_K27
BS_T2F48Z4E,0.729689217809828,0.825758669540538,-0.09606945173071,Inflamed,pHGG_WT
BS_T9A8JJW5,0.786196014953727,0.676109593247201,0.110086421706526,Intermediate,DHG_G34
BS_TASG32Z2,0.625380533854178,0.683423681403671,-0.058043147549493,Intermediate,DMG_K27
BS_TGS109T3,0.77483253371772,0.543100751565292,0.231731782152428,Immune-desert,DMG_K27
BS_TM9MH0RP,0.843713173054289,0.722069346360993,0.121643826693296,Intermediate,DMG_K27
BS_TR2P8KRF,0.723776611802913,0.679677771783282,0.0440988400196309,Intermediate,DMG_K27
BS_TRKH2SPE,0.795318357828816,0.644987833387066,0.15033052444175,Immune-desert,DMG_K27
BS_TRPXB3AV,0.690047117381726,0.630839058272958,0.0592080591087679,Intermediate,DHG_G34
BS_TTDNZTZ0,0.876345499553261,0.768537355487892,0.107808144065369,Inflamed,pHGG_WT
BS_TTE04ZP8,0.858524029670214,0.750494401920151,0.108029627750063,Inflamed,DMG_K27
BS_TV5B86ZD,0.553381053587439,0.528800022065586,0.0245810315218531,Immune-desert,DHG_G34
BS_TVH33J9Q,0.701629712086012,0.578527298028101,0.123102414057911,Intermediate,pHGG_WT
BS_TXZ7KHTQ,0.764836436992278,0.626781755421561,0.138054681570717,Intermediate,DMG_K27
BS_V0DQFC75,0.608065737950992,0.657524515123129,-0.0494587771721371,Intermediate,DMG_K27
BS_V3Z3DB4N,0.85417593033996,0.554958477973741,0.299217452366219,Immune-desert,pHGG_WT
BS_V558NW3Q,0.773570739378705,0.855387414427837,-0.0818166750491319,Inflamed,DMG_K27
BS_V6RSB5HQ,0.779189547626762,0.6715239063614,0.107665641265362,Intermediate,DMG_K27
BS_V8QWBVS3,0.800514702058101,0.897218972242374,-0.096704270184273,Inflamed,DMG_K27
BS_VBMRQK4F,0.743293002202538,0.69908587377834,0.0442071284241981,Intermediate,DMG_K27
BS_VDFXXMEX,0.614657025570089,0.622564935348486,-0.00790790977839695,Immune-desert,DMG_K27
BS_VF3NVT4G,0.852455630232737,0.701894908245426,0.150560721987311,Inflamed,DMG_K27
BS_VKH87DD2,0.769593253575979,0.797292654202203,-0.027699400626224,Inflamed,DMG_K27
BS_VKHJG2B8,0.729487666179725,0.739790083675211,-0.010302417495486,Inflamed,pHGG_WT
BS_VKYEM67A,0.868021924022609,0.85784311219375,0.010178811828859,Inflamed,DMG_K27
BS_VMQMGSJY,0.789426448692928,0.86389501075514,-0.074468562062212,Inflamed,DMG_K27
BS_VVTHDRBD,0.764186902155993,0.613563449206583,0.15062345294941,Intermediate,pHGG_WT
BS_W1385R8Y,0.603006542265678,0.648901831264366,-0.045895288998688,Intermediate,pHGG_WT
BS_W4DB5RP1,0.603432171504524,0.470500815417116,0.132931356087408,Immune-desert,DMG_K27
BS_W7MFJZ5A,0.884709570639838,0.740613119044036,0.144096451595802,Inflamed,pHGG_WT
BS_WBVSK3MP,0.521710343511859,0.5054183574452,0.0162919860666589,Immune-desert,DHG_G34
BS_WEKK6SHP,0.571166248396793,0.731543583619789,-0.160377335222996,Intermediate,DMG_K27
BS_WHBEXD5H,0.814143291257915,0.759657857982909,0.054485433275006,Inflamed,pHGG_WT
BS_WQ1YRTAT,0.60505444382882,0.42724737819838,0.17780706563044,Immune-desert,pHGG_WT
BS_WTJEDTZC,0.685142972697584,0.742007977395884,-0.0568650046983,Intermediate,pHGG_WT
BS_WVRX4C9Z,0.91302481060779,0.759939586457708,0.153085224150082,Inflamed,pHGG_WT
BS_X0XXN9BK,0.714038002007809,0.808179639861954,-0.094141637854145,Inflamed,pHGG_WT
BS_X1G0TKP4,0.893154278983392,0.647041293189005,0.246112985794387,Intermediate,pHGG_WT
BS_X20JCR4H,0.803227824339433,0.787119791426964,0.016108032912469,Inflamed,DMG_K27
BS_X23724NJ,0.713317490181966,0.791772635087459,-0.078455144905493,Intermediate,IHG
BS_X3HR4Z21,0.823174175774383,0.606117987817666,0.217056187956717,Intermediate,DMG_K27
BS_X4DD4KSZ,0.897907772915319,0.823237236735174,0.074670536180145,Inflamed,DMG_K27
BS_X4X1SFSE,0.852039831135065,0.554931754080502,0.297108077054563,Immune-desert,pHGG_WT
BS_XG0DBWVT,0.676427143467222,0.690547557064037,-0.014120413596815,Immune-desert,DMG_K27
BS_XGDPK33A,0.834334876012314,0.580358555153372,0.253976320858942,Intermediate,DMG_K27
BS_XM1AHBDJ,0.721428348572702,0.552065554823653,0.169362793749049,Immune-desert,DMG_K27
BS_XQ5SFW35,0.874699624308807,0.752349018538804,0.122350605770003,Intermediate,pHGG_WT
BS_XQXXBWPD,0.869711378790715,0.721215769234919,0.148495609555796,Inflamed,DMG_K27
BS_XYVCMF4A,0.704222343391236,0.654550007232073,0.049672336159163,Intermediate,pHGG_WT
BS_XZM79E42,0.90409100115531,0.812162170472265,0.091928830683045,Inflamed,DMG_K27
BS_YA0KMBRT,0.683682998413245,0.644249755599831,0.039433242813414,Intermediate,pHGG_WT
BS_YDEVMD24,0.883578794117374,0.629391670053458,0.254187124063916,Intermediate,DMG_K27
BS_YMKQT5V0,0.858855445779648,0.800968130461957,0.057887315317691,Inflamed,DMG_K27
BS_YR12D1ZY,0.824010907016169,0.749070459164919,0.07494044785125,Inflamed,DMG_K27
BS_YSZRQ95C,0.692632428921393,0.694899435338697,-0.00226700641730404,Intermediate,IHG
BS_YTWEM5SG,0.890544630730008,0.788926214579791,0.101618416150217,Inflamed,DMG_K27
BS_YZ2QFDAN,0.68569605976613,0.657601841021425,0.028094218744705,Intermediate,pHGG_WT
BS_Z0ZPD9S9,0.863080776938321,0.73837441924555,0.124706357692771,Inflamed,DMG_K27
BS_Z3RCA1T9,0.838451234252227,0.661925398802462,0.176525835449765,Intermediate,DMG_K27
BS_Z8F3GM85,0.904188129705559,0.732534226507644,0.171653903197915,Intermediate,DHG_G34
BS_ZD5HN296,0.907571752207899,0.791462067035475,0.116109685172424,Inflamed,pHGG_WT
BS_ZF6BSFNF,0.902263363726604,0.628039386313413,0.274223977413191,Intermediate,DMG_K27
BS_ZM97KKXE,0.839526543284204,0.683005297527716,0.156521245756488,Inflamed,DMG_K27
BS_ZV1P6W9C,0.777157759322951,0.696049246405812,0.0811085129171389,Immune-desert,DMG_K27
BS_ZVM8CAB0,0.872581922429056,0.812561165733969,0.060020756695087,Inflamed,IHG
BS_ZZWMD6FA,0.888910063021959,0.719756932225018,0.169153130796941,Intermediate,IHG
