axis	method	sample	z	ecotype
Monocyte / DC	xCell	BS_2A5R9MEJ	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_2ARXK0TD	-0.38895357322127444	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_2AV1H5TV	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_2DMBCHNF	1.866606777056281	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_2EN3X6HB	0.18539261349926944	Myeloid-dominant
Monocyte / DC	xCell	BS_2FEZWH1F	2.216662570425325	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_2HNXVFAS	-0.39998349612265227	Myeloid-dominant
Monocyte / DC	xCell	BS_2JH1QMT1	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_2JP7RBMB	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_2K01T8K6	-0.26596856337309105	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_2PDS3MSS	0.7654768198295457	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_2T5PJAW8	-0.4915672675879683	Myeloid-dominant
Monocyte / DC	xCell	BS_2WANPFBJ	2.46011339029418	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_30F3Z9FS	-0.49156726758796937	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_30VC3R2Q	-0.3532256284814483	Myeloid-dominant
Monocyte / DC	xCell	BS_30YWQ3FY	2.1307079638650293	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_31MBRWC4	0.04128395851771522	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_333KCNDP	3.2712058014407748	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_399RPKC9	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_3AC3SRWH	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_3MS8WVNR	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_3ZPJAK9A	-0.4915672675879691	Myeloid-dominant
Monocyte / DC	xCell	BS_45J79YTF	-0.4915672675879693	Immune-desert
Monocyte / DC	xCell	BS_49BQS7Z6	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_49CJNZ06	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_4B0BAVTX	-0.2682664073534049	Myeloid-dominant
Monocyte / DC	xCell	BS_4BM3F6XJ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_4C6B11E4	2.9820672675216797	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_4GNN7J8E	0.21442809086409978	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_4KNBXM3C	1.9905740021407785	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_4Q3KRCZT	1.7154873424778412	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_4QW2S1Q8	-0.13042641913152336	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_4T0HQ9QF	-0.4915672675879692	Myeloid-dominant
Monocyte / DC	xCell	BS_4V42BXBT	-0.4609296967187701	Myeloid-dominant
Monocyte / DC	xCell	BS_51RA1PGE	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_52C576HH	0.03547443739663751	Myeloid-dominant
Monocyte / DC	xCell	BS_5965SFPZ	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_5EFYPZT0	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_5G5BD2MD	1.6947553392157795	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_5K95FX4C	0.9800157188957133	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_5KBXD2GQ	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_5PXZ8F7W	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_5VPM0F36	2.9879057786845005	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_62SW4CC5	1.574544399743223	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_65WPD3DA	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_68KX6A42	-0.27228663086005755	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_6DCSD5Y6	-0.045679677034116434	Immune-desert
Monocyte / DC	xCell	BS_6H4Q24WA	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_6M2053M0	-0.4915672675879692	Myeloid-dominant
Monocyte / DC	xCell	BS_6SY64H5J	0.9160574767331876	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_6VRG1XFB	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_6WP1FHTE	-0.32730121574506266	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_7327SDAQ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_75YRDXET	2.753415600375736	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_77SBTNPN	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_7AEF4D4G	0.25434117158731845	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_7APCGCVF	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_7GJT4A6A	-0.19160332140439482	Immune-desert
Monocyte / DC	xCell	BS_7GKWKGPH	0.9213085372507894	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_7PVJ6Q3D	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_7WKNNRHK	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_84VZX732	-0.4915672675879692	Myeloid-dominant
Monocyte / DC	xCell	BS_84XCR9GG	-0.2527195155989879	Myeloid-dominant
Monocyte / DC	xCell	BS_8E8JKP01	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_8ERBDF7D	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_8JK9TXH2	-0.3917625036499093	Myeloid-dominant
Monocyte / DC	xCell	BS_8VD670NP	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_8YWYN7VH	-0.49156726758796937	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_8ZE4Z9G5	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_8ZY4GST0	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_91VYM11A	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_956G6QPJ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_97M1E2DW	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_9A1YTHFF	0.4136164593131052	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_9B0A62MT	0.1317654862640878	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_9CA93S6D	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_9FHEFJNP	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_9FX3YREK	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_9GJ3DB1H	0.15240102419533944	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_9JPQZQNG	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_9TXEDSWB	1.1879115304393972	Myeloid-dominant
Monocyte / DC	xCell	BS_9XVACXP0	-0.3809440073656385	Myeloid-dominant
Monocyte / DC	xCell	BS_9Y1K14Q5	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_9ZJT0CP0	0.15290409927034482	Myeloid-dominant
Monocyte / DC	xCell	BS_A4PF49V0	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_A6NXR7RC	1.478387510804378	Myeloid-dominant
Monocyte / DC	xCell	BS_A7Q8G0Y1	1.3102246716027122	Myeloid-dominant
Monocyte / DC	xCell	BS_A8XW5S0W	-0.30480301005913196	Myeloid-dominant
Monocyte / DC	xCell	BS_AWH9757B	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_AYSXRQWY	0.37040429553539633	Myeloid-dominant
Monocyte / DC	xCell	BS_AZQM1JJH	0.021471611002733124	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_B1C6GZ84	-0.4915672675879692	Immune-desert
Monocyte / DC	xCell	BS_B3MQFFYP	1.470877316056061	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_B4R7X1KE	-0.4915672675879692	Immune-desert
Monocyte / DC	xCell	BS_B57327NA	0.07055835440159214	Myeloid-dominant
Monocyte / DC	xCell	BS_BBAEMXRD	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_BBQ6BHGN	-0.4915672675879688	Myeloid-dominant
Monocyte / DC	xCell	BS_BK0HGRXM	-0.4915672675879686	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_BMMY0H73	0.10598534100288023	Myeloid-dominant
Monocyte / DC	xCell	BS_C6ZZ3FY5	-0.324479221681584	Myeloid-dominant
Monocyte / DC	xCell	BS_C83TK159	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_CBDQZ8PP	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_CF63VG3S	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_CFD3WHAY	-0.4915672675879688	Myeloid-dominant
Monocyte / DC	xCell	BS_CG1RG607	1.0501270263949765	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_CVEDJGHZ	0.8570459658129088	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_CXAQDK7S	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_CZPQ493E	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_D29RPBSZ	0.4642480670238813	Myeloid-dominant
Monocyte / DC	xCell	BS_D4VNDNQA	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_D6J2BGDJ	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_DFGS950G	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_DNZVP92S	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_DR079H0D	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_DS438CXE	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_DSPVSM7D	0.5508753354525155	Myeloid-dominant
Monocyte / DC	xCell	BS_DZNXFPH1	0.8166059879531964	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_E7NVYA6G	2.3976281326658366	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_E9CYN4NP	-0.4915672675879686	Immune-desert
Monocyte / DC	xCell	BS_EB0XRBT9	0.37287444896936256	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_EDJ5TV0P	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_EMQM7HTA	-0.491567267587969	Myeloid-dominant
Monocyte / DC	xCell	BS_ENEYB4TG	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_EXPJQZTH	1.3609707319205682	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_EZ3147MX	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_F0JB4EAK	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_F21R36MM	-0.32454083632663744	Myeloid-dominant
Monocyte / DC	xCell	BS_F65GWS21	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_F6V1Y4QS	-0.2203018050093215	Myeloid-dominant
Monocyte / DC	xCell	BS_F9Y4Z92G	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_FCDAH728	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_FEV5A0HN	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_FGJH1X0S	-0.0025438824041858358	Myeloid-dominant
Monocyte / DC	xCell	BS_FKASA3MN	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_FN07P04C	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_FX2P2WEG	-0.19643460579382108	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_FXJY0MNH	-0.49156726758796937	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_FYP2B298	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_G19QZG4S	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_G1E5DATJ	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_G257VSS9	-0.4915672675879691	Immune-desert
Monocyte / DC	xCell	BS_G3NN392N	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_G3RJTBZD	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_G5NHSFD4	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_G8TXTX0H	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_GG9W3J9Y	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_GW0GKWMS	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_GWHYM3R4	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_GWSJ4Z9H	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_H5VQJR7X	0.7140367961144077	Myeloid-dominant
Monocyte / DC	xCell	BS_H97S5SQN	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_H9JYKFTV	0.4316394608257365	Myeloid-dominant
Monocyte / DC	xCell	BS_HDHXX8Q7	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_HDPCQETG	0.7960868165591476	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_HJRTC9JQ	2.1597988362161096	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_HJV0J603	6.846762019848355	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_HRJ9145M	3.3735791471860903	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_HWGWYCY7	1.080963207521529	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_HZ9AYDCQ	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_J4JY2F3H	-0.44392864202120075	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_J6212Y48	-0.4915672675879682	Myeloid-dominant
Monocyte / DC	xCell	BS_J6W1RB7A	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_J9CBGP57	-0.491567267587969	Myeloid-dominant
Monocyte / DC	xCell	BS_JB43XBCQ	2.71602695137117	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_JDSNFYQ0	0.5766176417129947	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_JJVH7WR0	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_JMD386Z2	0.1611513187521902	Myeloid-dominant
Monocyte / DC	xCell	BS_JP95KMRD	-0.14259609436703727	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_JQGJQ2QZ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_JQVAWTTM	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_JQXHHK0K	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_JRYJGYC4	1.0087411633785233	Myeloid-dominant
Monocyte / DC	xCell	BS_JS95PE0J	0.12141329659600718	Myeloid-dominant
Monocyte / DC	xCell	BS_JTWNJ8T7	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_JVW2JJ39	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_K0X3PZGN	3.451267308525824	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_K17VQECG	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_K2PCC777	1.9538422308695453	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_K74N1BXQ	-0.4915672675879692	Myeloid-dominant
Monocyte / DC	xCell	BS_K81PZXP2	0.4509176847744648	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_K88T8SW7	0.5357965021523875	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_KABQQA0T	-0.4915672675879692	Immune-desert
Monocyte / DC	xCell	BS_KBEX4RT2	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_KFD5128N	-0.2588533375773367	Myeloid-dominant
Monocyte / DC	xCell	BS_KKDTW11T	-0.491567267587969	Immune-desert
Monocyte / DC	xCell	BS_KP735TJ6	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_KQ6ZW085	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_KRS4EV4X	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_KS8HMGA6	1.2521765065244725	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_KVPWHDR4	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_M0FA190Y	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_M0XGZ53Z	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_M1PVEHCM	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_M54TWTH4	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_M7XB258E	2.614931501673315	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_M85CXHDV	0.5522713882938416	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_MB7WN0ZB	0.5940531772117057	Myeloid-dominant
Monocyte / DC	xCell	BS_MD0937XT	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_MDBT7S5Z	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_ME6VQGG4	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_MFGZH8FK	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_MG78HQDM	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_MWWZBQ60	0.08647472177964591	Myeloid-dominant
Monocyte / DC	xCell	BS_N6TQBQ8M	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_N7SW36FD	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_N7VQ1GQB	-0.3105146677878488	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NB9XXBW6	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_NEFAASTR	-0.21980570997263613	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NEVYM2FP	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_NFKKDYSV	0.197739039598544	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NGSG2KB6	0.27043926988620903	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NNYXMSTX	-0.46577137878212654	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NPA6CZQF	-0.4915672675879693	Immune-desert
Monocyte / DC	xCell	BS_NQ54ST98	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_NR3P3GN2	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_NX1R0BC3	-0.12789559812163825	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_P0QF87WC	0.9975672972080006	Myeloid-dominant
Monocyte / DC	xCell	BS_P4PMWFMV	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_P7W3AYKV	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_PENM28KT	0.49490370323062705	Myeloid-dominant
Monocyte / DC	xCell	BS_PJC6FH4Y	1.8983516818414903	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_PS0P3QJ3	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_PXCPK5XS	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_PZVHMSYN	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_Q06J3RYW	0.35412058240313743	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_Q35GFYDR	-0.491567267587969	Myeloid-dominant
Monocyte / DC	xCell	BS_Q9N5PRD5	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_QB84TBA3	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_QGKEP3KB	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_QH0VYVJK	0.20763156889735324	Myeloid-dominant
Monocyte / DC	xCell	BS_QHY302E8	0.6394335433656084	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_QMBS32Y2	-0.4915672675879688	Myeloid-dominant
Monocyte / DC	xCell	BS_QNNX91SM	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_QY2G1JZJ	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_QYA4TQXX	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_R5JQE0VJ	-0.062467932305262965	Myeloid-dominant
Monocyte / DC	xCell	BS_R5SNFB5B	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_R9B92M75	-0.4915672675879686	Myeloid-dominant
Monocyte / DC	xCell	BS_RHAWQJ48	1.11939856226732	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_RHM60031	-0.10240014238615841	Myeloid-dominant
Monocyte / DC	xCell	BS_RJC3WDD6	-0.4915672675879693	Immune-desert
Monocyte / DC	xCell	BS_RN0VAY51	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_RX1YTZ7F	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_RZBFH1QF	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_S2TA8R29	-0.15534602829017943	Myeloid-dominant
Monocyte / DC	xCell	BS_S3C2PZAH	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_S3MET0JZ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_S4V9E1XJ	0.6603660408698326	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_S5P8VTN5	-0.24230301947753372	Myeloid-dominant
Monocyte / DC	xCell	BS_S6B9DVNS	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_S6S7SK3P	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_S8K878T3	1.3045783377114213	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_SBMAM00V	-0.43908024807659374	Myeloid-dominant
Monocyte / DC	xCell	BS_SBMCD7XZ	-0.4915672675879689	Myeloid-dominant
Monocyte / DC	xCell	BS_SD0EMK7Y	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_SD8YBRBR	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_SERDGASJ	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_SJVTZ5TH	-0.4915672675879693	Myeloid-dominant
Monocyte / DC	xCell	BS_SMWQR2F1	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_SNVM7CZT	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_SR2RGDXJ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_SW9Z10F9	0.3049827428467317	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_SY3J3XR9	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_T1YHK6B7	-0.35828312272617924	Myeloid-dominant
Monocyte / DC	xCell	BS_T2F48Z4E	-0.49156726758796937	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_T9A8JJW5	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_TASG32Z2	-0.49156726758796937	Myeloid-dominant
Monocyte / DC	xCell	BS_TGS109T3	-0.4915672675879693	Immune-desert
Monocyte / DC	xCell	BS_TM9MH0RP	-0.4427128145733375	Myeloid-dominant
Monocyte / DC	xCell	BS_TR2P8KRF	-0.31581365130941386	Myeloid-dominant
Monocyte / DC	xCell	BS_TRKH2SPE	-0.491567267587969	Myeloid-dominant
Monocyte / DC	xCell	BS_TRPXB3AV	-0.4915672675879691	Myeloid-dominant
Monocyte / DC	xCell	BS_TTDNZTZ0	0.3290575676199126	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_TTE04ZP8	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_TV5B86ZD	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_TVH33J9Q	-0.36536904233417444	Myeloid-dominant
Monocyte / DC	xCell	BS_TXZ7KHTQ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_V0DQFC75	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_V3Z3DB4N	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_V558NW3Q	2.2569880246287743	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_V6RSB5HQ	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_V8QWBVS3	6.934603990380267	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_VBMRQK4F	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_VDFXXMEX	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_VF3NVT4G	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_VKH87DD2	1.173889371108105	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_VKHJG2B8	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_VKYEM67A	2.6741088401709154	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_VMQMGSJY	3.3093735412441956	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_VVTHDRBD	-0.491567267587969	Myeloid-dominant
Monocyte / DC	xCell	BS_W1385R8Y	-0.4915672675879674	Immune-desert
Monocyte / DC	xCell	BS_W4DB5RP1	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_W7MFJZ5A	1.1228952134986263	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_WBVSK3MP	-0.49156726758796937	Immune-desert
Monocyte / DC	xCell	BS_WEKK6SHP	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_WHBEXD5H	-0.4794848015310052	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_WQ1YRTAT	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_WTJEDTZC	-0.2667751395533274	Myeloid-dominant
Monocyte / DC	xCell	BS_WVRX4C9Z	-0.4915672675879695	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_X0XXN9BK	0.3758189650727032	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_X1G0TKP4	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_X20JCR4H	0.03241612994571057	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_X23724NJ	0.0465267689056902	Myeloid-dominant
Monocyte / DC	xCell	BS_X3HR4Z21	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_X4DD4KSZ	1.998571002828491	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_X4X1SFSE	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_XG0DBWVT	-0.32958327191438735	Immune-desert
Monocyte / DC	xCell	BS_XGDPK33A	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_XM1AHBDJ	-0.4915672675879695	Immune-desert
Monocyte / DC	xCell	BS_XQ5SFW35	-0.22343475342554192	Myeloid-dominant
Monocyte / DC	xCell	BS_XQXXBWPD	-0.3533872441078269	Lymphocyte-inflamed
Monocyte / DC	xCell	BS_XYVCMF4A	-0.4915672675879695	Myeloid-dominant
Monocyte / DC	xCell	BS_XZM79E42	3.682921736553254	Lymphocyte-inflamed
