TIS	Bagaev_Effector_cells	Bagaev_Checkpoint_inhibitor	Bagaev_TAMs
0.02124736901520314	0.014588550261138976	0.040514214208223216	0.05214979697266095
0.0044715540016664985	0.04552096518151805	0.026368397609100563	0.028325594688373437
0.006517828389482139	0.041129552256538825	0.12926273106979558	0.018076702649564905
0.0995172290693302	0.027759849427150502	0.07227583035390654	0.048186239326991204
0.003009684675009514	0.018091052908681658	0.09198078353010183	0.022284133180496938
0.010873945169659246	0.022548333997724716	0.02295613967407054	0.025614086152559497
0.008777645269533944	0.015569374350046369	0.08917949986608956	0.013457471761515516
0.035658903841866194	0.02161742664441207	0.06219215103536058	0.08653668109275446
0.028234406900615707	0.018936077784938457	0.03271791765418059	0.029587494564826292
0.01436932513938758	0.027185042914681778	0.07393416364200915	0.04415623849034402
0.007604864115309559	0.02454247476752568	0.02221903480742033	0.026789887435721065
0.027245959450714508	0.004801168958927077	0.023624475390149183	0.017370195274834514
0.008644297360856914	0.028769329177771648	0.06993917122480979	0.007021457365932832
0.022801382102351237	0.002495268584302634	0.08105281641199832	0.0028902442962283705
0.006082395235001089	0.0032719612907100354	0.040940455794548546	0.009493421197042464
0.015094365129392587	0.021956990181999293	0.08340723841861951	0.01733424631646793
0.01638600003682695	0.012201862431380309	0.10639625259086813	0.08597467640625847
0.04237311099015507	0.009074763846569323	0.058715935637681155	0.03855833129268978
0.017628141645260564	0.02299293202308967	0.060239353988261295	0.07113160870439487
0.01259716194816035	0.013569347745516335	0.04609435237676596	0.026547319898380148
0.029495322761672573	0.032965303126936546	0.053005965377276025	0.004154768580523738
0.10014330745108492	0.0012030426111008783	0.011141943984236772	0.01720139698949537
0.03314312090716782	0.03118025684073335	0.08665083047785302	0.021274517679262302
0.0010420440818836919	0.04105713873171695	0.02215870149372735	0.01298986182395176
0.005009017019565646	0.029284379113876106	0.022246543274673382	0.026012174467925656
0.11582766745589489	0.005157903273535673	0.09384122455124527	0.04953233999407607
0.0028409921295567244	0.03138896379988387	0.10777823410677352	0.013536465523384058
0.035770186734302906	0.009533714444164102	0.009361168167563211	0.07146299650475275
0.003180437181390834	0.047588234048984795	0.09391118898538406	0.04272434039807621
0.1795351974648694	0.02234751185376262	0.09952075543197265	0.008527409153161709
0.0023191707534276768	0.0216632724645732	0.0201862902775695	0.033974166705161124
0.03400397986659458	0.026165407588123815	0.024922513096803	0.03820251355459149
0.022453131999463506	0.024819758897790905	0.2001088207711146	0.02752923004923958
0.0034873869818523185	0.014062306921216258	0.07767265857176708	0.008944156834812889
0.008168976426421809	0.011575746461994193	0.07984040317911544	0.039996328940335286
0.0015929886591032523	0.01631771143079525	0.025959076528263174	0.004982714572000306
0.007443331514110189	0.014062958221787035	0.062416150127223846	0.09345565542613918
0.03960402496420077	0.028729427661250563	0.0332945324227551	0.01604903998966664
0.019237038121909758	0.015052948171621531	0.013159749827929	0.00421795496718565
0.0011976083785516397	0.010475268889029329	0.03592329356147748	0.09491318744509047
0.00410842417575628	0.04210342503364869	0.04290095979195906	0.012396646303631317
0.006261168769227799	0.011532349964754518	0.08264828377424283	0.01063329763935933
0.035497147228591285	0.022284283532513712	0.02680487658395079	0.0574748415926605
0.005475959113599889	0.018275646900012633	0.024350484897186806	0.028224941293333482
0.002207212666810816	0.05010445329270916	0.04484629176054854	0.050412421289462224
0.17446727141226495	0.026280589703895924	0.11946969684266769	0.0046143132273870555
0.008123324375928899	0.01844081136562009	0.15499916857145613	0.011382544652283276
0.004028394539042275	0.059527418227835346	0.04146428156048975	0.0028920771894453893
0.0061303349371897445	0.030857228868501698	0.09788369032453513	0.036685186044881
0.040426124562156836	0.05010425238140639	0.07385077926978902	0.046437913596291035
0.0019372170849261611	0.013522640283590136	0.14965306194959532	0.016634472382598266
0.035374799308368864	0.008247996947702282	0.04322043393442193	0.07624608847488157
0.00420577733327418	0.03396019518764068	0.01905566148349132	0.05620507926088489
0.010426409356984632	0.0013978577475521217	0.03163921304980802	0.010766321029087634
0.004880318302728991	0.02782643938427918	0.041050159630660284	0.02445937771263548
0.007706950055179521	0.03979473368842195	0.05141734778607939	0.008373913407445746
0.003029737670780895	0.014336122991253761	0.031322401672918145	0.03789766008105432
0.015726849237200587	0.01081875320206601	0.009621262530371303	0.005880386947296606
0.08623482993955578	0.00965348403812318	0.02975810529308588	0.0702623517917332
0.006373622012004978	0.019174377925330763	0.053843098595882384	0.031746316296129486
0.03280340052049797	0.03272509315334026	0.01697150473732609	0.009633136377878207
0.001872040641390195	0.0329648156578875	0.05925120334224345	0.02876245124986138
0.030693939943100372	0.03174301208086966	0.03132227243324967	0.01568389148986245
0.07709567039722215	0.014762555871451134	0.006853808003764878	0.014356164703585191
0.025426752211679324	0.031161395718972848	0.025439696823341008	0.02698212835472963
0.012397274022263356	0.017453326861258507	0.009942142538590866	0.02242953592936931
0.003316801197753894	0.047664681888419644	0.016508209064920287	0.06560715459390519
0.012897875884491454	0.03127028371464746	0.020662808939287337	0.02625405495198563
0.017588417724584044	0.023283877294024317	0.06597184925550427	0.010335953684179895
0.007427655945551981	0.017164895563951635	0.009545467353225673	0.0601949975388318
0.028745058909333304	0.011302959468395787	0.02037954368032131	0.019485186726478324
0.015261626047534609	0.022953968528862976	0.07483984830531117	0.04995706809387467
0.013488480385965236	0.007899940655339534	0.08076521369427898	0.07911802144626068
0.009730965707998454	0.03094439491031155	0.05773183753556284	0.03684004462666896
0.012891272117653948	0.014872795764727872	0.0861520393738502	0.012235339395582797
0.0450563843570145	0.03841161679923075	0.0680596712735797	0.012047635592812647
0.005643485473018603	0.039042363099473364	0.042921470412794954	0.008500505334296558
0.002691838353606088	0.016324165762384695	0.10353569728151656	0.0007342838914973006
