gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
PCDHGA8	-0.6910316939585636	-4.866642233887043	1.1351024027383971e-06	0.0002927330392105566	0.9300619598321574	1.621093653790721	160	189
MINCR	0.6529742124881359	4.866642233887043	1.1351024027383971e-06	0.0002927330392105566	2.2397739957120146	1.5867997832238787	160	189
PMFBP1	-0.259796560891593	-4.855994291137043	1.1978415241920004e-06	0.00029695169344607096	0.6410760887324238	0.9008726496240168	160	189
ENSG00000285827	-0.7834747924540639	-4.853332305449544	1.214040051600307e-06	0.00029695169344607096	0.8728253374021222	1.6563001298561861	160	189
PDXDC2P	-0.32426707396742394	-4.853864702587043	1.2107835787311672e-06	0.00029695169344607096	0.5678081256205059	0.8920751995879298	160	189
LINC01023	0.5426896682540385	4.860785865374543	1.169206724105365e-06	0.00029695169344607096	1.7962843989336357	1.2535947306795971	160	189
TPRG1	-0.4261181990353322	-4.854929496862043	1.2042958255076286e-06	0.00029695169344607096	0.9001526135607618	1.326270812596094	160	189
CAPZA1P2	-0.3027378953825491	-4.846943539799544	1.2537809028767555e-06	0.000303542915322999	0.2252851444717962	0.5280230398543453	160	189
MICAL2	-0.739157349741264	-4.844281554112045	1.2707063410388741e-06	0.00030453311765139726	2.3157231760969696	3.0548805258382337	160	189
FGD4	-0.807144767564246	-4.837892788462045	1.3122288615718958e-06	0.00030778456225973765	2.7365081852200754	3.5436529527843215	160	189
RPS15	1.0962400141213662	4.831504022812045	1.3550548019214403e-06	0.00030778456225973765	9.038527821257805	7.942287807136439	160	189
ABCC6P1	0.3056760986521249	4.826712448574546	1.3880531131160723e-06	0.00030778456225973765	0.7817086090943691	0.4760325104422442	160	189
RC3H1	-0.7579902526814006	-4.832036419949546	1.3514352430465948e-06	0.00030778456225973765	2.9034472399355957	3.6614374926169964	160	189
EIF3C	0.8521151973737178	4.836295597049546	1.3228116420016534e-06	0.00030778456225973765	7.243159578587194	6.391044381213476	160	189
RPSAP58	0.8613507695515179	4.828309639987046	1.376968733923789e-06	0.00030778456225973765	3.734543767741769	2.8731929981902513	160	189
PDE4DIPP6	0.45653320859036073	4.828309639987046	1.376968733923789e-06	0.00030778456225973765	1.2623166234056926	0.8057834148153319	160	189
CTXND1	0.7318532802999924	4.830439228537045	1.362321910169939e-06	0.00030778456225973765	2.0948175626153303	1.3629642823153378	160	189
CATSPERG	-0.48482510589138883	-4.819258888649546	1.4409247546254278e-06	0.00030799442097516127	1.257389052790375	1.7422141586817639	160	189
TCF20	-0.6491332198329745	-4.823518065749546	1.410479852248514e-06	0.00030799442097516127	3.170399786921407	3.8195330067543813	160	189
ADCY6-DT	0.2743365183090073	4.819258888649546	1.4409247546254278e-06	0.00030799442097516127	0.6408148038460776	0.3664782855370703	160	189
PHKA1P1	-0.2723911087553969	-4.820323682924546	1.4332548219364583e-06	0.00030799442097516127	0.4024458750474776	0.6748369838028745	160	189
RALGAPA1P1	-0.2832518907165097	-4.808078548762048	1.52387892415895e-06	0.0003199606314565951	0.4353143255765284	0.7185662162930381	160	189
CXCR3	-0.23021070897978424	-4.809675740174548	1.511753328076182e-06	0.0003199606314565951	0.09387237842078168	0.3240830874005659	160	189
ABCC6P2	0.28033205457817867	4.804351768799548	1.5525366907631621e-06	0.00032311829407935777	0.7628529486328754	0.4825208940546968	160	189
