Kids_First_Biospecimen_ID	Antigen_presentation_HLA_I	Antigen_presentation_HLA_II	CCR2_chemokine_axis	CSF1R_TAM_axis	Exhaustion_core	Hypoxia_HIF_targets	MDSC_granulocytic	MDSC_monocytic	Senescence_T_cell	Suppressive_cytokine_axis	TCM_Naive_loss	Treg_signature	HLA_I_minus_II
BS_7AEF4D4G	0.6610698384472637	0.7029470925109733	0.31223923931557396	0.37488001293670725	0.32508811840729485	0.6951662875823326	0.3594457293070477	0.5455664326784724	0.4951140641599981	0.49697156384171104	0.31012095778603105	0.27168305576880913	-0.04187725406370957
BS_7APCGCVF	0.6490295282240373	0.6419144321578322	0.29606242771839986	0.2545321985391122	0.2528222023506182	0.6205589898657098	0.35167349820572624	0.4797774333873896	0.3143859871006222	0.40095175671579847	0.2501583026293178	0.2513042647560153	0.007115096066205084
BS_7GJT4A6A	0.6528391111987107	0.629979924912085	0.20170609922603824	0.2818361588837488	0.17975454072076763	0.7227676833910893	0.21364400703078315	0.4072587230835612	0.4430716117371437	0.4097018463374295	0.24160399533313753	0.23430040229326812	0.022859186286625754
BS_7GKWKGPH	0.6948265163119786	0.7186960792394107	0.35999328424793364	0.3875109649809151	0.2589980814958672	0.6641455371422297	0.26870454235277524	0.4815983120433266	0.468903211644719	0.47750156873191124	0.3576326351269346	0.3735415788707067	-0.023869562927432142
BS_7PVJ6Q3D	0.5955687004730191	0.6208512879515531	0.03455772870122133	0.24877826501711736	0.2504412341975184	0.6246640651864015	0.24901036400154558	0.3501469185368548	0.381993147141067	0.2989388499439069	0.18780865285291914	0.17006206948783656	-0.025282587478533958
BS_7WKNNRHK	0.6566716675667748	0.5605142162637666	0.18026761068198058	0.39421987024406513	0.1876940551048005	0.7231494729803762	0.3716604418958276	0.5056188656635963	0.2899974651448606	0.43905075026195295	0.37119982739960505	0.30248627240872633	0.09615745130300812
BS_84VZX732	0.6605643988784524	0.6753363238071206	0.08269550711264771	0.27408507948904165	-0.03286261428281	0.631429750260396	0.3608796591513518	0.4990569247548131	0.3524513084116524	0.4450150245397903	0.12956607673041437	0.1380054008006919	-0.01477192492866819
BS_84XCR9GG	0.6640337845557883	0.6103095857897969	0.21047595463144994	0.34270437658090114	0.22522430228431595	0.6923727698045916	0.3350196119568221	0.5221172561705755	0.35763592823444645	0.3919444650346235	0.28709659338604565	0.2915028248860392	0.05372419876599144
BS_8E8JKP01	0.6729700401404785	0.5997179536224867	-0.05196917671885352	0.17359778609347143	0.20550401104987032	0.5790505086862959	0.054626723943377684	0.2733152110308578	0.35148574511455455	0.4315446469898772	0.07225050767038842	0.21891190821846376	0.07325208651799175
BS_8ERBDF7D	0.6493661651717574	0.6492476115107675	0.10524366902009974	0.18448976304393228	0.27492058926284574	0.6070274750875425	0.17427359763498354	0.3711832061124306	0.42863621209430075	0.35561878390479007	0.22877881711511353	0.2401040870979987	0.00011855366098989517
BS_8JK9TXH2	0.662882172180149	0.687157607919188	0.16641767970258117	0.28271020141241804	0.3295636984650884	0.7186636858340015	0.2050545460358248	0.43358749690786347	0.48726274893780924	0.4287135594374257	0.3599698038586165	0.3442333502215313	-0.02427543573903901
BS_8VD670NP	0.6232446764540719	0.5901626735782484	0.14075376423224273	0.2053338157297519	0.23941568137417626	0.6831184438161618	0.3655707718236386	0.4893661159999946	0.3988402100810381	0.3973153698434821	0.34464808735580815	0.20172534981597184	0.033082002875823524
BS_8YWYN7VH	0.6650899384828843	0.6956535349191713	0.2138814051133248	0.27660791411004587	0.3024323457706128	0.6105806062401183	0.03507250290498389	0.3767138103376536	0.5266265344786604	0.43401021557229125	0.3789119046009137	0.1812307026194059	-0.03056359643628692
BS_8ZE4Z9G5	0.7082369302183839	0.5759251352285684	0.1413601368535711	0.21767157267504178	0.35860305582382623	0.6597941242190346	0.2183789459840127	0.4227445817481386	0.34852231131546396	0.4403083440488838	0.392018984727453	0.3614439044831697	0.1323117949898155
BS_8ZY4GST0	0.5930650248765008	0.565636529810353	0.266517532713638	0.28894622558612326	0.21868336952803683	0.5934434064329646	0.29379438264150143	0.41862300382787504	0.34782953436997627	0.3975659839685319	0.23613545098410177	0.17870794489370626	0.027428495066147862
BS_91VYM11A	0.6569329478873204	0.6912858674999055	0.2229321504454312	0.3933899129875821	0.2511107176112756	0.685394192047999	0.39162256426588227	0.4660908364429949	0.4420510370566157	0.36719867445048854	0.36011770649422425	0.2666063678718294	-0.03435291961258513
