	PDCD1	CD274	CTLA4	LAG3	HAVCR2	TIGIT	CD276	ecotype	TIS
BS_29X4ZX6Q	0.12432813500220177	1.1826922975161902	0.04264433740849372	0.6690267655096306	1.8196681834964554	0.08406426478847455	5.941810579957678	Immune-desert	1.6286812290664068
BS_F6V1Y4QS	0.056583528366367514	0.5058909297299573	0.02856915219677092	0.6229303509201767	2.7803100990433753	0.014355292977070054	6.926473911256073	Myeloid-dominant	1.566278822765939
BS_X23724NJ	0.070389327891398	0.3334237337251918	0.056583528366367514	0.5360529002402097	2.5921580021253603	0.13750352374993502	6.177519202597814	Myeloid-dominant	1.7597075813481664
