gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
OSM	1.3775672336437272	8.808999018606386	0.0	0.0	2.2337120627889195	0.8561448291451923	111	238
FLI1	1.2805306636286216	9.89353404165369	0.0	0.0	3.6693632710471245	2.388832607418503	111	238
CFB	1.9117377693202604	11.109079072737169	0.0	0.0	3.7251701387823197	1.8134323694620593	111	238
THBD	1.1630271124736995	9.237914392742216	0.0	0.0	2.217641984280502	1.0546148718068025	111	238
CSF1	1.2437780574536452	8.292933508689968	0.0	0.0	4.969337074654679	3.725559017201034	111	238
KCNJ5	1.1492090477583194	9.364367530933654	0.0	0.0	2.064301557816461	0.9150925100581416	111	238
IFI35	1.451879183635374	9.608729676357653	0.0	0.0	4.73884251131618	3.2869633276808057	111	238
TNFSF10	1.6093905592085693	11.049839764755594	0.0	0.0	3.5968486247139304	1.987458065505361	111	238
FAH	1.233033698760722	9.660564070841533	0.0	0.0	4.2701415669295715	3.0371078681688495	111	238
CYP1B1	1.7416379268370574	9.268673264194186	0.0	0.0	3.0763870493412013	1.334749122504144	111	238
TREM2	2.014995036029088	10.321310198328334	0.0	0.0	6.191702143474893	4.176707107445805	111	238
B4GALT1	1.0116389183430234	9.555756064412591	0.0	0.0	3.4403916921073363	2.428752773764313	111	238
DTX3L	1.288796453664303	9.690753333562911	0.0	0.0	4.1950690305368905	2.9062725768725874	111	238
DNASE1L1	1.0581518072544345	9.524997192960619	0.0	0.0	3.2188139771928053	2.160662169938371	111	238
NOD2	0.7543852911232988	9.78644760030238	0.0	0.0	1.3093324133186497	0.5549471221953509	111	238
VRK2	1.348512484255337	8.996400290971176	0.0	0.0	3.565295488697834	2.216783004442497	111	238
ARHGAP4	1.4261519814098014	9.064753338642225	0.0	0.0	4.139365557960251	2.7132135765504497	111	238
