sample,MCP_CD8,QTS_CD8,EPIC_CD8,Cytolytic_ssGSEA
BS_4CXE5XEP,0.333423733725192,0,0.0225516913846418,0.408361640822713
BS_4GNN7J8E,0.0143552929770701,0,0.0288954532343378,0.482058826660751
BS_4HQ3T2NC,0.333423733725192,0,0.0150905642065918,0.353198355689291
BS_4KNBXM3C,0.150559676575381,0,0.018522231519,0.370239546234105
BS_4N1GNHX4,0.422233000683048,0,0.0317571542874826,0.401223445113588
BS_4NF35AF6,0.0426443374084937,0,0.0128902337011318,0.200947242373113
BS_4PPHAQXF,0.632268215499513,0,0.0174339056625197,0.306650074410904
BS_4Q3KRCZT,0,0,0.00993625610266765,0.401774476516959
BS_4QW2S1Q8,0.27500704749987,0,0.00728168812460254,0.324671846859758
BS_4SMPV083,0.422233000683048,0.000138996288346946,0.00144027461295928,0.490962435711522
BS_4T0HQ9QF,0.310340120612151,0,0.00633291221297228,0.262499074874917
BS_4TZQY7TT,2.80529245560071,0,0.0700550292345056,0.636041056981029
BS_4V42BXBT,0.22650852980868,0,0.0377732140572135,0.223772040544426
BS_4Y6BCYK5,0.189033824390017,0,0.00738220087436304,0.249392199343711
BS_4Z2F4P9N,0.0840642647884746,0,0.0077268041905437,0.297424268855479
BS_503DZ8BN,1.74846123300404,0.00840311286703441,0.0203318991960073,0.508026823983885
BS_51RA1PGE,0.0426443374084937,0,0.00853816959729322,0.339733155005359
BS_52426AMF,0.799087306074004,0,0.0238197867476388,0.340162016834036
BS_52C576HH,0.0565835283663675,0,0.013087499096463,0.175438934853664
BS_52DAPP1Y,0.150559676575381,0,0.0183995960724296,0.174046580729152
BS_534XRSNB,0.356143810225275,0,0.0169972664702299,0.330748030931432
BS_53GQKVEX,0.0840642647884746,0,0.0113800235101517,0.227976753409013
BS_54H90JW2,0.263034405833794,0,0.028693526173785,0.451684799354302
BS_55P8HPYD,0.20163386116965,0,0.0128668301447729,0.229067022674035
BS_55X1W2MR,0.739848102699328,0,0.0235687403295646,0.478525367933377
BS_57NMZPS0,0.176322772640463,0,0.0112481497253314,0.339663402556395
BS_593HEWBF,0.124328135002202,0,0.00789961901758028,0.261952265010777
BS_5965SFPZ,0.0565835283663675,0,0.014031638139385,0.0958506642146429
BS_5EFYPZT0,0.286881147788162,0,0.0135943245549994,0.30084063810565
BS_5G5BD2MD,0.678071905112638,0,0.0569018698876085,0.454088658501865
BS_5J5D3QTD,0.111031312388744,0,0.023588852039324,0.397174850791028
BS_5K3R0F5D,0.310340120612151,0,0.0234538363310235,0.245771089449497
BS_5K95FX4C,0.432959407276106,0,0.0190162516120934,0.501106619622038
BS_5KBXD2GQ,0.321928094887362,0,0.0116045004276619,0.251154224342066
BS_5NWDARXG,0.505890929729957,0,0.0179345251504028,0.404752494332564
BS_5PEFNDCY,0.189033824390017,0,0.017193945320422,0.176930929721428
BS_5PV5N4HQ,0.250961573533219,0,0.0211279728020394,0.298815253990919
BS_5PXZ8F7W,1.72683121703249,0.0024064338953664,0.00764276478613682,0.433579933584702
BS_5VPM0F36,0.925999418556223,0,0.023707408136195,0.473085083510023
BS_5YJEPPTP,0.263034405833794,0,0.0119913634766795,0.317959082270132
