sample,MCP_macro_mono,QTS_macro,EPIC_macro,xCell_macro_mono,Microglia_Klemm,MicrogliaCore_Bohlen,MDM_Klemm,MgTAM_Antunes,MoTAM_Antunes
BS_T2F48Z4E,4.44475298895812,0.043833413632493,0.0121985623902967,0.319170327157659,0.729689217809828,0.7126001377336,0.825758669540538,0.73982261649778,0.830625348140777
BS_T2QPMZCM,3.86728764254822,0,0.00467464152521256,0.000329145990046674,0.769727498425647,0.754679145030838,0.48406193643719,0.763678185998487,0.558490674635103
BS_T3H5AY8A,4.55427856110796,0.0246302624930185,0.0317234319768039,0.282237728796867,0.85599721155087,0.828722840227976,0.791726993940174,0.835771455777133,0.798752671718423
BS_T4JFN54G,5.50177421616786,0.017960504645768,0.0118374412788076,0.153898334822266,0.894904571416626,0.881259093678977,0.650004727241,0.899099135281295,0.69912107685486
BS_T5P5ME9M,7.8448501121648,0.0788255116538856,0.0298442587534405,0.344138777002847,0.863726448777309,0.852305077710692,0.780262887396672,0.878752228900353,0.809546636557777
BS_T9A8JJW5,6.103770923387,0.0149614702902214,0.0143107213558009,0.11533752819508,0.786196014953727,0.766794498923487,0.676109593247201,0.785977639779907,0.737794015931372
BS_TASG32Z2,3.65301484341422,0.00469901498658154,0.00664594872939106,0.0671019163980948,0.625380533854178,0.598483837245645,0.683423681403671,0.601740025467136,0.742801921902023
BS_TDJXQBVY,8.17915879442392,0.121660368705168,0.0277463673779162,0.373936251953757,0.881473148836238,0.866320827224342,0.79939802003198,0.884037102839778,0.810328058376451
BS_TG93XC55,3.22364549410352,0,0.00379490375305675,0.0126447674342467,0.782220137605769,0.761010957691085,0.577944217240831,0.75468058364199,0.63194375734933
BS_TGS109T3,4.18476448049662,0.0017507846074713,0.00888456408256066,0.0550939030739601,0.77483253371772,0.750785750442698,0.543100751565292,0.766650741317466,0.591878614596533
BS_TM9MH0RP,4.10378817122418,0.00617227063491172,0.018198945306835,0.154272621126541,0.843713173054289,0.831423812867809,0.722069346360993,0.842750623168127,0.744285086518147
BS_TR2P8KRF,4.61570453951338,0.0105735660654042,0.00809493580211931,0.0423989499405516,0.723776611802913,0.715487003532164,0.679677771783282,0.725758979377727,0.7287556488091
BS_TRKH2SPE,3.41560676551684,0.00303395255404059,0.0107917472968354,0.0889815092820095,0.795318357828816,0.768641371105694,0.644987833387066,0.782045465579367,0.676563213728514
BS_TRPXB3AV,3.80474295133106,0,0.00812637206630347,0.0599924798782674,0.690047117381726,0.68025896873659,0.630839058272958,0.703917610812528,0.717376381483285
BS_TRZZRYKF,5.78517960273638,0.0464849760766861,0.0148788586199063,0.174870272321637,0.85758272851622,0.84641318633545,0.680949225164606,0.87050575072669,0.741845641464658
BS_TTDNZTZ0,7.86247693704218,0.0777241865954532,0.029619953711134,0.330098971342636,0.876345499553261,0.860729608064705,0.768537355487892,0.886172605540526,0.784464971430833
BS_TTE04ZP8,8.0555291075255,0.0464253055999203,0.0201734359711281,0.124496102182272,0.858524029670214,0.847299803037588,0.750494401920151,0.857588584401696,0.806885418444411
BS_TV5B86ZD,2.65828540774714,0,0.00125125652368127,0.00571742165333875,0.553381053587439,0.561838458170146,0.528800022065586,0.561308367203145,0.594161036781324
BS_TV80600R,6.59326746410058,0.025989199854627,0.0109249223352628,0.143789225225573,0.827841419921538,0.811174224111353,0.708930992295191,0.831482452573973,0.746450311983185
BS_TVH33J9Q,4.02267438187478,0.00921529037553863,0.0048287300234008,0.0366147459475324,0.701629712086012,0.708225464691706,0.578527298028101,0.730483751933709,0.596243244261143
BS_TVV122JG,4.427356034849,0,0.00642960853648447,0.0394851961672796,0.743149965256039,0.719506475181312,0.589126437302359,0.732787535081496,0.651665259763344
BS_TWFDEMBZ,6.6384019060288,0.0593700481247126,0.015486396827797,0.217153934881632,0.853380094657983,0.840891315785992,0.7165688956754,0.86651290279033,0.731945872429256
BS_TXZ7KHTQ,4.05210750847288,0,0.00574332006510308,0.104972947534078,0.764836436992278,0.751037805794515,0.626781755421561,0.773699772047663,0.638714466615394
BS_V0DQFC75,2.11152426824862,0.000673185481306286,0.00401844824466635,0.0215886792715768,0.608065737950992,0.593854889398594,0.657524515123129,0.573706075225824,0.720443727216477
BS_V2G1YE8R,7.36038024619158,0.0564533562470634,0.0161219085235411,0.189476725041607,0.835309631218676,0.819058919791041,0.768241629876817,0.837830146960382,0.800888364851508
BS_V33RCK1Y,6.03949730414124,0.0451985322632393,0.0129413066897876,0.151457043153547,0.796701455629947,0.774856126406569,0.670575558740137,0.79545002217084,0.701984552206721
BS_V3REENH9,5.62282032734836,0.0300996485553555,0.0351005679717192,0.334928526106432,0.907596559539197,0.893734641949759,0.759923347041132,0.898736337657557,0.742732696631593
BS_V3Z3DB4N,4.39691036429642,0.000367919644493222,0.00949920159307605,0.0381012731067838,0.85417593033996,0.840273130814216,0.554958477973741,0.849295272478801,0.619531893516072
BS_V558NW3Q,9.2016410920332,0.0741146614788141,0.0303038437374109,0.250873832186959,0.773570739378705,0.764654631840291,0.855387414427837,0.77660421264437,0.863157771386841
BS_V6RSB5HQ,3.82377957403828,0.00394291752165357,0.0125854602654089,0.109949292709286,0.779189547626762,0.754958010704702,0.6715239063614,0.761769507062475,0.713303049243652
