biomarker	best_cutoff	naive_best_p	best_stat	median_split_cutoff	median_split_p	bootstrap_median_p	bootstrap_25th_p	bootstrap_75th_p	fraction_boot_p_lt_0.05	permutation_corrected_p	n	n_events
TIS	3.264068798431427	0.008862699138807995	6.8502878693648555	2.466380521916773	0.16138895568195682	0.013529354772656758	0.005643485473018603	0.03421819800294916	0.872	0.5374625374625375	52	22
Bagaev_Effector_cells	0.1400803826713964	0.013353934334999613	6.121607066073339	0.1839869844092494	0.08053457333210517	0.018110966269418816	0.010481924677550292	0.029325005022995822	0.952	0.3516483516483517	52	22
Bagaev_Checkpoint_inhibitor	0.2887957118100786	0.03937345116710039	4.244681640447272	0.26913798907671654	0.17721709644549638	0.04484520708148753	0.02581249391004709	0.0729618396585696	0.552	0.5374625374625375	52	22
Bagaev_TAMs	0.3291414481519447	0.018798514597347524	5.520162302154463	0.33484860739099587	0.05283688848653819	0.024248244828709506	0.013340694088160427	0.038011545963393206	0.851	0.2597402597402597	52	22
