gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
CD300C	-0.8314592122574387	-10.338884913736033	0.0	0.0	0.3660586957738228	1.1975179080312615	78	271
MS4A6A	-2.218927399035756	-10.350983879821337	0.0	0.0	2.8550563479550024	5.073983746990758	78	271
FGR	-0.9644125695818706	-8.448262265985216	0.0	0.0	1.2388029626290653	2.203215532210936	78	271
AXL	-1.273662187990166	-8.354017688057588	0.0	0.0	2.7899389069106335	4.0636010949007995	78	271
LAT2	-1.3740488962006534	-8.713165944484487	0.0	0.0	2.01671446337411	3.3907633595747635	78	271
RAB7A	-1.248940472013457	-8.362932715699392	0.0	0.0	5.821462284059215	7.070402756072672	78	271
SASH3	-1.3190387413255722	-9.56009357045572	0.0	0.0	1.2933451972821592	2.6123839386077314	78	271
ENSG00000272033	0.821191152395453	8.3979560385779	0.0	0.0	1.1286284234010329	0.3074372710055798	78	271
CXCR4	-1.8464434120246076	-8.68451049849298	0.0	0.0	2.9743633701238896	4.820806782148497	78	271
GSN	-1.4772382014393806	-8.304985036027675	0.0	0.0	5.401342497862133	6.878580699301514	78	271
IL15RA	-0.831878631425644	-9.389434469884073	0.0	0.0	0.7061063154569943	1.5379849468826383	78	271
CLEC7A	-1.6320849119483791	-9.833912276596795	0.0	0.0	1.1682441391505132	2.8003290510988923	78	271
C5AR1	-1.5430777314104953	-9.19266707407572	0.0	0.0	1.2022660677016594	2.7453437991121548	78	271
PARGP1	1.4245336074665982	8.32217830362258	0.0	0.0	3.1203853826156873	1.6958517751490891	78	271
SPN	-0.9888418469019621	-8.3922249493796	0.0	0.0	0.5971889906615645	1.5860308375635266	78	271
CAPZB	-1.1255698564710368	-8.324725454377381	0.0	0.0	5.80595956077409	6.931529417245127	78	271
ICAM1	-1.5110443278812817	-8.806136947034712	0.0	0.0	1.6116187672574562	3.122663095138738	78	271
PLAAT4	-1.927250946160369	-8.43170578607901	0.0	0.0	3.487618452700753	5.414869398861122	78	271
SIT1	-0.30727912093907583	-8.300527522206774	0.0	0.0	0.0648345454443177	0.37211366638339355	78	271
DENND2D	-1.21180843242188	-9.073587776288786	0.0	0.0	1.0053226748746567	2.2171311072965367	78	271
ITGAL	-1.2173166441314252	-8.935404847840848	0.0	0.0	1.1644628857375874	2.3817795298690125	78	271
LCP1	-1.6764783355446191	-10.150395757880782	0.0	0.0	2.470385413477488	4.146863749022107	78	271
GYPC	-1.8938045192737865	-8.622105305000362	0.0	0.0	3.279909333210163	5.173713852483949	78	271
GIMAP5	-1.1801836341681375	-8.324725454377381	0.0	0.0	1.556958354832009	2.7371419890001465	78	271
SCPEP1	-1.363789848493128	-8.873636442036931	0.0	0.0	3.4617351029417023	4.82552495143483	78	271
LGALS3BP	-1.4420121606368141	-8.366116654142893	0.0	0.0	5.397097736405043	6.839109897041857	78	271
NCKAP1L	-1.6132685558642224	-8.711892369107087	0.0	0.0	1.8480324343118393	3.4613009901760616	78	271
HCST	-2.0731194371616493	-10.603788592235306	0.0	0.0	1.5704115881101284	3.643531025271778	78	271
IFI35	-1.5582223697892683	-9.181204895679116	0.0	0.0	2.538769422725604	4.096991792514872	78	271
ICAM3	-1.1073816685017717	-9.369694051534367	0.0	0.0	1.1408543257189916	2.2482359942207633	78	271
KLRB1	-0.4169739400399498	-9.335307516344558	0.0	0.0	0.07924637780431279	0.4962203178442626	78	271
VAV1	-1.197958292974145	-8.745005328919497	0.0	0.0	1.1917497736727498	2.389708066646895	78	271
TMBIM1	-1.4203193746592326	-8.46672910895752	0.0	0.0	4.374210091612242	5.794529466271475	78	271
PTPN7	-0.9685549165613134	-10.162494723966084	0.0	0.0	0.5424303315755477	1.510985248136861	78	271
SRGN	-2.4306390198342807	-10.918361710453192	0.0	0.0	3.7196073294559775	6.150246349290258	78	271
GNLY	-1.0555312728261645	-8.301801097584175	0.0	0.0	0.6028800188956439	1.6584112917218086	78	271
OSCAR	-0.9858301800825433	-10.160584360899984	0.0	0.0	0.5701998765576284	1.5560300566401717	78	271
RNF135	-0.9999605742952629	-8.671137957030275	0.0	0.0	1.895816144454206	2.895776718749469	78	271
ARL11	-0.5188002151308875	-9.220048944689827	0.0	0.0	0.24265402169447933	0.7614542368253668	78	271
TREM1	-1.862112108465566	-9.34103860554286	0.0	0.0	0.7892603407749413	2.6513724492405073	78	271
HMGB1P24	0.6459616891933214	8.534228603959738	0.0	0.0	0.8743913173605281	0.2284296281672067	78	271
NKG7	-1.2496199402729298	-9.842827304238597	0.0	0.0	0.47750478692855014	1.72712472720148	78	271
TASL	-0.9214380212490801	-8.524676788629236	0.0	0.0	0.5538469488842354	1.4752849701333155	78	271
BATF	-0.7038681084311647	-9.660706025270347	0.0	0.0	0.25952942314667404	0.9633975315778387	78	271
BIN2	-1.1696274954306227	-8.7590146580709	0.0	0.0	1.2730680329559017	2.4426955283865244	78	271
C1QA	-2.395019352721424	-10.933007827293295	0.0	0.0	4.3579817550877005	6.7530011078091245	78	271
PSMB10	-1.3147448418691106	-8.331093331264382	0.0	0.0	3.716446658219959	5.0311915000890695	78	271
STING1	-1.316372136931733	-9.350590420873361	0.0	0.0	1.7432638373024822	3.059635974234215	78	271
THEMIS2	-1.5872442737233103	-10.14402788099378	0.0	0.0	1.9689168304064566	3.556161104129767	78	271
GIMAP2	-1.3791007510232594	-9.472216869415096	0.0	0.0	1.4075994512900625	2.786700202313322	78	271
ITGB2	-1.9910235521757222	-9.937071882166222	0.0	0.0	3.2382430206815105	5.229266572857233	78	271
PTPRC	-1.6056988161206802	-8.50684673334563	0.0	0.0	2.0480578941164	3.6537567102370803	78	271
GZMH	-0.46671683880346415	-8.57434622834785	0.0	0.0	0.08991254124096525	0.5566293800444294	78	271
RNASE6	-1.9494782200012295	-10.350983879821337	0.0	0.0	1.7516428875601797	3.701121107561409	78	271
FPR1	-2.3616710545664095	-10.5821378108195	0.0	0.0	1.899662485543127	4.261333540109536	78	271
IER3	-1.6181668890355296	-8.494747767260328	0.0	0.0	1.8260121301713657	3.4441790192068953	78	271
ENSG00000273066	0.5451864819454708	8.69024158769128	0.0	0.0	0.9795223117875985	0.43433582984212776	78	271
SELL	-1.4778763003735114	-9.543537090549515	0.0	0.0	0.8775994347600997	2.355475735133611	78	271
NLRC4	-0.7380894453070821	-8.97297532147416	0.0	0.0	0.3625686162458422	1.1006580615529242	78	271
HAMP	-2.4799836216076896	-10.11218849655877	0.0	0.0	1.2626371291618845	3.742620750769574	78	271
C3	-2.4682735511377665	-9.52507024757721	0.0	0.0	5.7868587730998495	8.255132324237616	78	271
EVI2B	-1.972971480383762	-9.388160894506672	0.0	0.0	1.7906189377954695	3.7635904181792315	78	271
ITGB5	-1.3943570159419192	-8.328546180509582	0.0	0.0	3.40935248917393	4.803709505115849	78	271
IL1RN	-1.0732485998475416	-8.444441539853013	0.0	0.0	0.36017296387770276	1.4334215637252443	78	271
